order_number,line_item_id,item_category,item_description,quantity,unit_price,item_total
PO-2023-002526,15,Optics/Transceivers,SFP 1000BASE-T,5,1188.51,5942.55
PO-2023-000348,1,Cable,USB 3.0 Cable,2,10.62,21.24
PO-2023-001079,1,Storage Array,VMAX All Flash,5,415651.58,2078257.91
PO-2023-001332,4,Storage Array,StorageGRID SG1000,1,445453.63,445453.63
PO-2023-001729,10,Cooling Unit,InRow RP 300mm,7,47354.82,331483.74
PO-2023-002986,1,UPS,PowerMax 2000,2,21547.24,43094.49
PO-2023-000673,5,Rack,Server Rack 48U,4,4086.67,16346.69
PO-2023-001427,3,Load Balancer,F5 BIG-IP 4200v,6,28058.01,168348.08
PO-2023-000542,1,Rack,NetShelter SX 42U,2,2616.88,5233.76
PO-2023-002651,1,Rack,Server Rack 48U,4,1035.49,4141.97
PO-2023-002951,1,Router,ASR 1001-X,2,56986.45,113972.9
PO-2023-002760,8,Warranty/Support,Extended Warranty,3,23135.83,69407.49
PO-2023-003397,10,Firewall,SRX4600,2,97320.97,194641.94
PO-2023-002661,5,Server,System x3650 M5,1,22863.29,22863.29
PO-2023-000323,4,Warranty/Support,5-Year 24x7x4,1,40889.81,40889.81
PO-2023-003177,1,Storage Array,StorageGRID SG1000,3,69379.72,208139.16
PO-2023-002925,5,Cooling Unit,CoolIT Direct2Die,2,37509.39,75018.79
PO-2023-002394,6,PDU,Monitored PDU,4,1080.31,4321.25
PO-2023-001473,3,Optics/Transceivers,XFP 10GBASE-ER,1,3189.84,3189.84
PO-2023-002146,6,Warranty/Support,ProSupport Plus,1,47272.66,47272.66
PO-2023-000482,6,UPS,RT 11000VA,1,47041.4,47041.4
PO-2023-003223,10,Server,PowerEdge R740,1,15125.4,15125.4
PO-2023-001712,3,Server,UCS C220 M5,3,23207.62,69622.87
PO-2023-000457,1,Router,MX480,2,72966.44,145932.88
PO-2023-003290,1,Rack,Colocation Rack 47U,2,4444.95,8889.9
PO-2023-003170,16,Server,ThinkSystem SR650,1,11112.07,11112.07
PO-2023-002578,5,Load Balancer,Citrix ADC VPX,3,89129.01,267387.04
PO-2023-000227,8,Cable,Coaxial Cable RG6,2,270.62,541.23
PO-2023-003241,2,Software License,Microsoft SQL Server,4,2914.32,11657.27
PO-2023-001144,2,PDU,Zero U PDU,5,2264.57,11322.84
PO-2023-000316,1,Rack,Colocation Rack 47U,1,2179.27,2179.27
PO-2023-000998,3,UPS,RT 11000VA,5,14028.97,70144.83
PO-2023-002361,5,Network Switch,Arista 7050X3,9,61989.06,557901.51
PO-2023-001616,1,Rack,SmartRack 25U,4,4035.79,16143.16
PO-2023-001290,1,Optics/Transceivers,QSFP+ 40GBASE-LR4,3,3009.91,9029.73
PO-2023-003152,4,Warranty/Support,Hardware Replacement,4,40768.37,163073.5
PO-2023-000877,5,Server,ProLiant DL380 Gen10,2,33989.25,67978.49
PO-2023-003264,3,Storage Array,Unity XT 480,4,296753.98,1187015.91
PO-2023-000415,8,Software License,VMware vSphere,3,12990.74,38972.21
PO-2023-000795,1,Firewall,TZ570,2,79775.01,159550.02
PO-2023-002212,1,Load Balancer,HAProxy Enterprise,2,50296.9,100593.8
PO-2023-000079,1,Load Balancer,Citrix ADC VPX,2,60991.78,121983.57
PO-2023-001137,4,Load Balancer,F5 BIG-IP 4200v,1,37332.86,37332.86
PO-2023-001506,11,Software License,Microsoft SQL Server,1,2828.93,2828.93
PO-2023-002162,4,UPS,PowerMax 2000,2,40600.64,81201.28
PO-2023-003218,2,Firewall,TZ570,2,65590.68,131181.35
PO-2023-002670,3,Warranty/Support,Hardware Replacement,1,17650.49,17650.49
PO-2023-002615,6,PDU,Switched Rack PDU,1,3828.78,3828.78
PO-2023-000917,2,Load Balancer,Radware Alteon VA,1,71121.5,71121.5
PO-2023-002202,2,Server,PowerEdge R740,1,24969.35,24969.35
PO-2023-000186,1,Cable,USB 3.0 Cable,1,35.47,35.47
PO-2023-002818,1,Software License,Citrix XenApp,1,31646.01,31646.01
PO-2023-003266,2,PDU,Zero U PDU,1,688.15,688.15
PO-2023-002122,6,Router,ASR 1001-X,1,75807.2,75807.2
PO-2023-000210,3,Network Switch,PowerConnect 8024F,1,21151.04,21151.04
PO-2023-003371,14,Software License,Citrix XenApp,2,31563.03,63126.06
PO-2023-002803,1,Storage Array,VMAX All Flash,1,332055.65,332055.65
PO-2023-000653,3,Cable,Power Cord C13-C14,1,466.25,466.25
PO-2023-002625,3,Warranty/Support,5-Year 24x7x4,2,30651.86,61303.72
PO-2023-002547,2,Load Balancer,F5 BIG-IP 4200v,1,38750.64,38750.64
PO-2023-002725,8,Router,SRX5800,2,77405.56,154811.13
PO-2023-002915,2,Server,PowerEdge R740,2,36081.58,72163.17
PO-2023-000652,11,Cooling Unit,SmartCool Gen4,3,26439.67,79319.02
PO-2023-002653,10,Storage Array,NetApp FAS2750,4,304887.1,1219548.39
PO-2023-000214,2,UPS,OnLine S3 15kVA,1,9193.83,9193.83
PO-2023-002314,2,Network Switch,Arista 7050X3,2,73558.83,147117.66
PO-2023-000401,1,Cable,Power Cord C13-C14,1,28.61,28.61
PO-2023-001733,9,Router,7206 VXR,1,95474.25,95474.25
PO-2023-002141,8,Storage Array,VMAX All Flash,2,173060.93,346121.86
PO-2023-002766,1,Network Switch,Juniper EX4650,2,73921.45,147842.89
PO-2023-002040,1,Optics/Transceivers,CFP 100GBASE-LR4,2,3477.63,6955.25
PO-2023-001541,2,Storage Array,NetApp FAS2750,2,265658.39,531316.78
PO-2023-002208,4,Network Switch,Catalyst 9300,2,58141.79,116283.59
PO-2023-000785,1,Cable,Coaxial Cable RG6,1,331.84,331.84
PO-2023-002520,1,Optics/Transceivers,SFP 1000BASE-T,2,1313.03,2626.06
PO-2023-002430,4,Load Balancer,Kemp LoadMaster LM-X15,2,18641.85,37283.71
PO-2023-002512,4,Storage Array,StorageGRID SG1000,3,491116.6,1473349.8
PO-2023-002485,4,UPS,Smart-UPS SRT 10000VA,8,7382.36,59058.89
PO-2023-002048,1,Warranty/Support,3-Year Next Business Day,3,17198.65,51595.95
PO-2023-000290,6,Server,ProLiant DL380 Gen10,1,47927.53,47927.53
PO-2023-000522,1,Warranty/Support,Extended Warranty,1,15886.09,15886.09
PO-2023-000516,5,Firewall,PA-3220,2,124228.14,248456.28
PO-2023-001988,2,UPS,RT 11000VA,2,5305.77,10611.54
PO-2023-003364,2,Router,RTX1210,7,33764.45,236351.18
PO-2023-000547,2,Warranty/Support,Hardware Replacement,1,13957.11,13957.11
PO-2023-001204,2,Cooling Unit,InRow RP 300mm,2,21682.5,43365.0
PO-2023-002398,11,Firewall,pfSense SG-5100,2,66420.05,132840.1
PO-2023-002243,1,Optics/Transceivers,XFP 10GBASE-ER,1,3060.3,3060.3
PO-2023-001493,1,Storage Array,3PAR 8450,1,410134.7,410134.7
PO-2023-001250,3,Firewall,TZ570,1,138463.32,138463.32
PO-2023-002192,1,Load Balancer,A10 Thunder 3030S,2,17369.92,34739.83
PO-2023-001761,4,Cable,Cat6 Ethernet Cable,1,27.61,27.61
PO-2023-001763,1,Cooling Unit,InRow RP 300mm,2,70582.42,141164.83
PO-2023-002747,4,Rack,NetShelter SX 42U,1,4316.68,4316.68
PO-2023-002396,8,Rack,Colocation Rack 47U,9,2973.53,26761.75
PO-2023-001945,2,UPS,OnLine S3 15kVA,2,11034.83,22069.65
PO-2023-000289,7,Network Switch,Arista 7050X3,2,24652.42,49304.84
PO-2023-002027,1,Router,RTX1210,5,79821.65,399108.25
PO-2023-003149,4,Load Balancer,HAProxy Enterprise,2,83421.31,166842.62
PO-2023-001259,1,Firewall,FortiGate 600E,2,113831.75,227663.5
PO-2023-002387,4,Firewall,pfSense SG-5100,2,128972.2,257944.4
PO-2023-002828,4,Storage Array,Unity XT 480,4,237245.21,948980.84
PO-2023-001877,5,Optics/Transceivers,CFP 100GBASE-LR4,2,3541.98,7083.96
PO-2023-002675,2,UPS,RT 11000VA,1,48937.65,48937.65
PO-2023-001854,3,Storage Array,StorageGRID SG1000,1,395966.52,395966.52
PO-2023-003118,4,Rack,NetShelter SX 42U,3,3051.17,9153.5
PO-2023-002315,4,Warranty/Support,3-Year Next Business Day,1,7892.75,7892.75
PO-2023-000907,1,Software License,Red Hat Enterprise Linux,5,72683.22,363416.11
PO-2023-002485,1,Network Switch,PowerConnect 8024F,1,65854.29,65854.29
PO-2023-000182,2,Firewall,FortiGate 600E,2,75639.71,151279.42
PO-2023-001043,4,PDU,Intelligent PDU,5,868.2,4341.02
PO-2023-001240,3,Software License,Windows Server 2022,2,46194.42,92388.85
PO-2023-001574,1,Network Switch,ProCurve 5406zl,1,69747.83,69747.83
PO-2023-000414,2,Load Balancer,Kemp LoadMaster LM-X15,1,77037.88,77037.88
PO-2023-002745,3,Software License,Microsoft SQL Server,4,67360.8,269443.21
PO-2023-000091,3,Rack,Wall Mount 12U,3,3463.94,10391.83
PO-2023-000546,1,Cable,Cat6 Ethernet Cable,4,392.56,1570.24
PO-2023-002006,1,Router,MX480,1,62574.56,62574.56
PO-2023-002398,4,Cable,Fiber Optic Cable SC-LC,1,166.28,166.28
PO-2023-002472,2,Storage Array,Pure FlashArray//X,4,252929.45,1011717.79
PO-2023-002353,4,Cooling Unit,Stulz CyberAir,5,31167.83,155839.17
PO-2023-001480,1,Network Switch,Arista 7050X3,2,25242.75,50485.5
PO-2023-001357,1,Network Switch,PowerConnect 8024F,2,13390.66,26781.32
PO-2023-001197,3,Router,MX480,2,44767.34,89534.69
PO-2023-000325,1,Rack,NetShelter SX 42U,4,2728.27,10913.08
PO-2023-002931,1,Network Switch,Juniper EX4650,2,66839.69,133679.38
PO-2023-000703,1,Router,MX480,4,18802.71,75210.85
PO-2023-001150,1,Server,ProLiant DL380 Gen10,3,17673.61,53020.83
PO-2023-003414,13,PDU,Monitored PDU,1,3276.16,3276.16
PO-2023-001998,1,Network Switch,Juniper EX4650,2,51280.01,102560.03
PO-2023-003377,5,Software License,Windows Server 2022,2,42430.93,84861.85
PO-2023-002427,2,Software License,Red Hat Enterprise Linux,3,80150.86,240452.58
PO-2023-002309,1,Network Switch,PowerConnect 8024F,2,31913.18,63826.35
PO-2023-001534,6,Cable,HDMI Cable 2.1,2,125.64,251.28
PO-2023-002387,5,Software License,Citrix XenApp,8,62753.5,502028.01
PO-2023-001508,2,Network Switch,Nexus 9000,2,35899.14,71798.28
PO-2023-002060,1,Cooling Unit,Stulz CyberAir,2,89035.19,178070.38
PO-2023-000028,3,Cable,Cat6 Ethernet Cable,3,401.77,1205.32
PO-2023-002387,6,Cable,Power Cord C13-C14,1,476.32,476.32
PO-2023-002553,1,UPS,Smart-UPS SRT 10000VA,3,43612.39,130837.17
PO-2023-000433,5,Software License,Red Hat Enterprise Linux,3,97124.87,291374.61
PO-2023-003077,3,Optics/Transceivers,CFP 100GBASE-LR4,1,1275.25,1275.25
PO-2023-002845,2,Software License,Windows Server 2022,1,3236.68,3236.68
PO-2023-000677,4,Software License,Citrix XenApp,2,72213.13,144426.26
PO-2023-000960,2,Optics/Transceivers,XFP 10GBASE-ER,1,1831.84,1831.84
PO-2023-002750,2,Load Balancer,F5 BIG-IP 4200v,4,98474.97,393899.89
PO-2023-000315,1,PDU,Monitored PDU,1,1436.48,1436.48
PO-2023-002680,1,Router,RTX1210,1,79429.87,79429.87
PO-2023-002550,2,Storage Array,VMAX All Flash,5,422651.1,2113255.48
PO-2023-003024,3,Warranty/Support,3-Year Next Business Day,4,38856.45,155425.8
PO-2023-000953,4,Load Balancer,Radware Alteon VA,1,96515.13,96515.13
PO-2023-002176,1,Firewall,pfSense SG-5100,2,110031.93,220063.87
PO-2023-001034,8,Optics/Transceivers,XFP 10GBASE-ER,6,823.87,4943.21
PO-2023-001873,1,Firewall,PA-3220,1,52473.52,52473.52
PO-2023-002570,4,Cable,Coaxial Cable RG6,1,297.33,297.33
PO-2023-002544,4,Warranty/Support,Hardware Replacement,1,882.63,882.63
PO-2023-003345,4,Cable,Fiber Optic Cable SC-LC,4,349.16,1396.62
PO-2023-002690,10,Optics/Transceivers,QSFP+ 40GBASE-LR4,7,955.57,6688.97
PO-2023-002795,1,Router,SRX5800,1,44983.22,44983.22
PO-2023-001992,4,Router,MX480,2,52470.0,104940.01
PO-2023-000200,3,Router,MX480,2,56587.04,113174.07
PO-2023-002221,1,Network Switch,Nexus 9000,2,74674.57,149349.14
PO-2023-001569,2,Load Balancer,Radware Alteon VA,5,87784.73,438923.64
PO-2023-001617,2,PDU,Monitored PDU,1,4250.19,4250.19
PO-2023-001333,4,Load Balancer,HAProxy Enterprise,1,18601.78,18601.78
PO-2023-002077,5,Warranty/Support,Premium Support,1,33402.41,33402.41
PO-2023-001511,1,Load Balancer,Kemp LoadMaster LM-X15,1,62752.73,62752.73
PO-2023-000518,1,PDU,Monitored PDU,1,2908.04,2908.04
PO-2023-003353,5,Load Balancer,Citrix ADC VPX,3,84055.97,252167.9
PO-2023-000415,9,Optics/Transceivers,SFP28 25GBASE-SR,1,4449.98,4449.98
PO-2023-000036,2,Router,SRX5800,1,39462.0,39462.0
PO-2023-003269,3,Storage Array,VMAX All Flash,3,124405.06,373215.18
PO-2023-000544,4,Cable,Cat6 Ethernet Cable,3,393.5,1180.5
PO-2023-001317,1,Server,PowerEdge R750,2,15066.15,30132.29
PO-2023-002578,1,Router,SRX5800,4,17531.89,70127.57
PO-2023-001331,2,PDU,Switched Rack PDU,1,3455.93,3455.93
PO-2023-003412,3,Storage Array,NetApp FAS2750,9,177132.79,1594195.08
PO-2023-000773,9,Software License,Windows Server 2022,3,88673.6,266020.81
PO-2023-002618,1,Load Balancer,Citrix ADC VPX,1,45426.95,45426.95
PO-2023-002200,1,Cable,HDMI Cable 2.1,4,166.19,664.76
PO-2023-002408,3,UPS,Smart-UPS SRT 10000VA,9,18711.39,168402.53
PO-2023-002957,2,UPS,OnLine S3 15kVA,1,48338.23,48338.23
PO-2023-000384,15,Network Switch,Catalyst 9300,4,70045.42,280181.7
PO-2023-002398,3,Optics/Transceivers,SFP28 25GBASE-SR,1,2204.58,2204.58
PO-2023-003417,2,Warranty/Support,Premium Support,7,49926.86,349488.01
PO-2023-002397,2,PDU,Monitored PDU,4,1127.45,4509.79
PO-2023-000637,1,Router,7206 VXR,1,76757.2,76757.2
PO-2023-001690,1,Server,System x3650 M5,6,22500.63,135003.8
PO-2023-003455,2,Firewall,PA-3220,1,108857.29,108857.29
PO-2023-001334,1,PDU,Basic Rack PDU,1,1945.92,1945.92
PO-2023-002805,3,Storage Array,Unity XT 480,1,231568.46,231568.46
PO-2023-000292,6,Warranty/Support,3-Year Next Business Day,9,12918.24,116264.13
PO-2023-000428,2,Storage Array,NetApp FAS2750,6,222123.94,1332743.61
PO-2023-003222,1,Cable,Fiber Optic Cable SC-LC,4,179.17,716.67
PO-2023-000992,5,Firewall,SRX4600,2,44752.21,89504.43
PO-2023-003322,3,PDU,Monitored PDU,2,1472.51,2945.02
PO-2023-000417,1,Rack,Wall Mount 12U,3,1756.55,5269.66
PO-2023-001805,3,Warranty/Support,Premium Support,3,18241.42,54724.26
PO-2023-002865,3,UPS,OnLine S3 15kVA,2,11647.94,23295.89
PO-2023-000905,1,Network Switch,Catalyst 9300,5,22816.41,114082.05
PO-2023-000452,6,Cooling Unit,Stulz CyberAir,1,34661.06,34661.06
PO-2023-001064,3,Router,7206 VXR,2,58375.41,116750.81
PO-2023-000051,2,Software License,Red Hat Enterprise Linux,3,13095.62,39286.85
PO-2023-002048,2,UPS,RT 11000VA,1,49288.43,49288.43
PO-2023-002295,1,UPS,Galaxy 7000,2,18832.92,37665.85
PO-2023-002432,1,Server,ThinkSystem SR650,2,48851.98,97703.96
PO-2023-003288,8,Warranty/Support,Premium Support,6,11106.7,66640.21
PO-2023-002648,5,Warranty/Support,Hardware Replacement,1,17050.4,17050.4
PO-2023-002826,2,Software License,Red Hat Enterprise Linux,1,99089.11,99089.11
PO-2023-001446,1,Router,ISR 4451,2,13485.35,26970.71
PO-2023-002715,3,Cooling Unit,InRow RP 300mm,1,61502.71,61502.71
PO-2023-002863,1,Optics/Transceivers,SFP 1000BASE-T,5,569.48,2847.4
PO-2023-000856,12,Cable,HDMI Cable 2.1,5,284.62,1423.12
PO-2023-002918,4,Server,UCS C220 M5,1,12104.53,12104.53
PO-2023-001359,1,PDU,Switched Rack PDU,1,560.15,560.15
PO-2023-000633,5,Cooling Unit,SmartCool Gen4,5,93539.51,467697.56
PO-2023-001583,2,Network Switch,PowerConnect 8024F,2,65657.37,131314.74
PO-2023-001550,2,PDU,Switched Rack PDU,2,4792.64,9585.27
PO-2023-001957,4,Warranty/Support,5-Year 24x7x4,8,45709.5,365676.01
PO-2023-001853,1,Storage Array,3PAR 8450,2,486959.77,973919.54
PO-2023-001869,5,Storage Array,NetApp FAS2750,2,220275.41,440550.82
PO-2023-002750,1,Rack,Colocation Rack 47U,4,2027.63,8110.53
PO-2023-003307,1,Storage Array,Unity XT 480,2,164636.25,329272.5
PO-2023-002674,1,Router,RTX1210,2,20794.72,41589.43
PO-2023-003490,1,Rack,Colocation Rack 47U,6,4750.99,28505.93
PO-2023-002441,2,UPS,PowerMax 2000,2,8155.65,16311.3
PO-2023-000410,1,Firewall,FortiGate 600E,1,70078.57,70078.57
PO-2023-001028,1,Cable,Power Cord C13-C14,1,233.74,233.74
PO-2023-001613,1,Cooling Unit,CyberAir 3,1,71591.91,71591.91
PO-2023-001064,4,Network Switch,PowerConnect 8024F,2,57285.95,114571.9
PO-2023-002029,12,Warranty/Support,Extended Warranty,5,18804.5,94022.52
PO-2023-002323,1,Cable,Power Cord C13-C14,4,333.46,1333.86
PO-2023-003449,1,Server,System x3650 M5,2,16858.65,33717.31
PO-2023-002600,1,Firewall,ASA 5516-X,3,140866.99,422600.98
PO-2023-001050,1,Cable,USB 3.0 Cable,2,50.98,101.96
PO-2023-002570,5,Router,SRX5800,3,35190.96,105572.88
PO-2023-003061,3,Optics/Transceivers,SFP28 25GBASE-SR,1,2429.88,2429.88
PO-2023-001029,8,Warranty/Support,5-Year 24x7x4,1,42113.73,42113.73
PO-2023-002283,1,Firewall,SRX4600,2,94525.9,189051.8
PO-2023-002669,4,Software License,VMware vSphere,3,77428.69,232286.07
PO-2023-000338,1,UPS,PowerWave 9330,2,47054.31,94108.62
PO-2023-001278,1,Network Switch,Catalyst 9300,2,6470.67,12941.35
PO-2023-002398,13,PDU,Monitored PDU,1,904.76,904.76
PO-2023-002251,3,Storage Array,StorageGRID SG1000,4,357164.79,1428659.18
PO-2023-000079,5,Warranty/Support,3-Year Next Business Day,1,1633.24,1633.24
PO-2023-000654,4,Load Balancer,A10 Thunder 3030S,5,55573.45,277867.25
PO-2023-001510,4,Load Balancer,HAProxy Enterprise,5,27752.75,138763.75
PO-2023-002036,1,Cooling Unit,CoolIT Direct2Die,4,52984.71,211938.86
PO-2023-002732,4,Router,RTX1210,2,61970.12,123940.24
PO-2023-002136,3,Cable,HDMI Cable 2.1,1,181.25,181.25
PO-2023-000355,2,Rack,SmartRack 25U,1,3978.39,3978.39
PO-2023-002330,2,Software License,Microsoft SQL Server,5,54415.04,272075.19
PO-2023-002526,20,Cooling Unit,CyberAir 3,8,80550.52,644404.18
PO-2023-002214,3,Router,ASR 1001-X,2,5770.99,11541.97
PO-2023-000704,1,Optics/Transceivers,QSFP+ 40GBASE-LR4,4,1841.7,7366.81
PO-2023-003107,3,Warranty/Support,Hardware Replacement,1,42118.68,42118.68
PO-2023-001365,2,Cooling Unit,SmartCool Gen4,2,15924.52,31849.05
PO-2023-002676,4,Load Balancer,F5 BIG-IP 4200v,1,10326.68,10326.68
PO-2023-003044,6,Load Balancer,A10 Thunder 3030S,1,98459.95,98459.95
PO-2023-001857,2,UPS,PowerMax 2000,1,17982.79,17982.79
PO-2023-002900,2,Network Switch,Juniper EX4650,2,57980.38,115960.76
PO-2023-002814,1,Warranty/Support,Extended Warranty,2,4263.39,8526.78
PO-2023-002073,2,Network Switch,PowerConnect 8024F,2,71006.89,142013.79
PO-2023-002453,1,Network Switch,ProCurve 5406zl,1,16615.89,16615.89
PO-2023-001496,2,Storage Array,StorageGRID SG1000,2,171965.52,343931.05
PO-2023-002285,4,Network Switch,Arista 7050X3,2,17907.15,35814.3
PO-2023-002874,1,Firewall,pfSense SG-5100,2,134689.25,269378.5
PO-2023-002934,7,UPS,PowerWave 9330,2,13511.62,27023.24
PO-2023-003043,2,Rack,Server Rack 48U,1,1158.61,1158.61
PO-2023-001106,2,Firewall,PA-3220,2,4193.46,8386.93
PO-2023-002986,2,Warranty/Support,Hardware Replacement,2,1495.85,2991.7
PO-2023-001239,1,Software License,Citrix XenApp,6,34603.98,207623.91
PO-2023-000560,1,Software License,VMware vSphere,2,22102.36,44204.73
PO-2023-000234,2,Warranty/Support,3-Year Next Business Day,2,15168.13,30336.25
PO-2023-000822,3,Storage Array,StorageGRID SG1000,1,149512.25,149512.25
PO-2023-002209,3,Software License,Windows Server 2022,3,33816.41,101449.22
PO-2023-003371,3,Storage Array,VMAX All Flash,1,344937.35,344937.35
PO-2023-000858,3,Server,PowerEdge R750,3,21692.96,65078.88
PO-2023-002201,1,Optics/Transceivers,XFP 10GBASE-ER,6,2259.41,13556.49
PO-2023-002341,1,Server,ProLiant DL380 Gen10,1,16711.63,16711.63
PO-2023-001009,2,Server,PowerEdge R750,3,23306.96,69920.88
PO-2023-001055,1,Firewall,TZ570,2,102941.6,205883.2
PO-2023-001993,6,UPS,Galaxy 7000,1,29538.69,29538.69
PO-2023-000436,7,Rack,Open Frame Rack 42U,1,3845.06,3845.06
PO-2023-003086,4,Warranty/Support,3-Year Next Business Day,1,41528.08,41528.08
PO-2023-000540,6,Server,ThinkSystem SR650,1,44230.9,44230.9
PO-2023-002036,3,Storage Array,StorageGRID SG1000,1,27622.7,27622.7
PO-2023-003073,4,Warranty/Support,3-Year Next Business Day,1,22560.86,22560.86
PO-2023-001606,1,Software License,Oracle Database,1,1557.52,1557.52
PO-2023-002976,1,Firewall,FortiGate 600E,2,36762.42,73524.85
PO-2023-001056,2,Software License,Microsoft SQL Server,2,90088.12,180176.24
PO-2023-000487,2,Warranty/Support,Extended Warranty,1,36971.85,36971.85
PO-2023-003199,1,Optics/Transceivers,SFP28 25GBASE-SR,1,1501.2,1501.2
PO-2023-000581,2,Software License,Citrix XenApp,2,47350.8,94701.6
PO-2023-002485,6,Firewall,TZ570,3,71798.48,215395.45
PO-2023-002170,3,Warranty/Support,Extended Warranty,2,33456.5,66912.99
PO-2023-001201,1,Firewall,PA-3220,1,85690.86,85690.86
PO-2023-001663,1,Load Balancer,Kemp LoadMaster LM-X15,1,29626.09,29626.09
PO-2023-003357,1,Firewall,PA-3220,2,75081.32,150162.63
PO-2023-003322,2,Warranty/Support,ProSupport Plus,1,28365.8,28365.8
PO-2023-000344,8,Firewall,pfSense SG-5100,2,32822.36,65644.71
PO-2023-002361,7,Load Balancer,A10 Thunder 3030S,1,25790.96,25790.96
PO-2023-003312,1,Rack,Server Rack 48U,1,3351.93,3351.93
PO-2023-002276,3,Load Balancer,HAProxy Enterprise,3,87086.08,261258.24
PO-2023-000868,1,Load Balancer,HAProxy Enterprise,1,46678.86,46678.86
PO-2023-000598,2,Warranty/Support,Extended Warranty,3,12990.53,38971.6
PO-2023-001424,1,Router,7206 VXR,2,58286.22,116572.43
PO-2023-003226,5,UPS,Galaxy 7000,2,16575.37,33150.74
PO-2023-000784,2,Warranty/Support,Hardware Replacement,2,5433.25,10866.5
PO-2023-001476,2,Storage Array,StorageGRID SG1000,4,93872.99,375491.95
PO-2023-001088,3,Router,7206 VXR,2,80250.05,160500.1
PO-2023-002880,1,UPS,RT 11000VA,4,21765.93,87063.73
PO-2023-003495,3,Warranty/Support,3-Year Next Business Day,1,18548.19,18548.19
PO-2023-000040,1,Software License,Oracle Database,2,46022.18,92044.37
PO-2023-001770,4,Rack,SmartRack 25U,1,1918.07,1918.07
PO-2023-003405,5,Rack,Colocation Rack 47U,3,1322.83,3968.49
PO-2023-002123,2,Software License,Citrix XenApp,6,6853.44,41120.66
PO-2023-002242,1,Software License,Windows Server 2022,3,48902.94,146708.82
PO-2023-001948,8,Storage Array,Unity XT 480,7,114674.15,802719.05
PO-2023-001681,2,Optics/Transceivers,XFP 10GBASE-ER,1,1485.99,1485.99
PO-2023-002128,3,UPS,Smart-UPS SRT 10000VA,2,21484.54,42969.09
PO-2023-001081,8,Router,RTX1210,2,9732.17,19464.34
PO-2023-000364,8,Cable,Coaxial Cable RG6,2,34.3,68.6
PO-2023-000561,1,Router,7206 VXR,2,90323.7,180647.39
PO-2023-000148,2,Software License,Red Hat Enterprise Linux,1,247.23,247.23
PO-2023-002100,4,Router,ASR 1001-X,1,9221.84,9221.84
PO-2023-000281,1,PDU,Zero U PDU,2,1564.74,3129.49
PO-2023-001064,2,Load Balancer,Kemp LoadMaster LM-X15,1,55306.37,55306.37
PO-2023-000292,3,Cooling Unit,Stulz CyberAir,2,64530.71,129061.43
PO-2023-000232,2,Warranty/Support,5-Year 24x7x4,2,46769.13,93538.26
PO-2023-000911,1,Firewall,ASA 5516-X,2,75704.18,151408.36
PO-2023-003473,2,Firewall,ASA 5516-X,2,91268.62,182537.24
PO-2023-000289,3,Warranty/Support,Premium Support,4,7117.93,28471.74
PO-2023-003353,3,Cable,Power Cord C13-C14,2,309.67,619.34
PO-2023-002613,2,Cable,Coaxial Cable RG6,3,52.47,157.42
PO-2023-002919,8,Server,PowerEdge R740,3,39646.4,118939.21
PO-2023-002716,1,Server,ProLiant DL380 Gen10,2,20925.0,41850.01
PO-2023-000494,2,Server,System x3650 M5,3,23746.65,71239.95
PO-2023-003053,5,Network Switch,Catalyst 9300,3,66485.21,199455.64
PO-2023-000885,2,Software License,VMware vSphere,1,33111.69,33111.69
PO-2023-002331,4,Load Balancer,Kemp LoadMaster LM-X15,8,86205.67,689645.34
PO-2023-002316,6,Network Switch,Catalyst 9300,1,5552.81,5552.81
PO-2023-000091,7,Warranty/Support,Extended Warranty,3,42177.53,126532.6
PO-2023-000577,1,Network Switch,Catalyst 9300,2,15456.19,30912.38
PO-2023-000099,2,Rack,Server Rack 48U,2,4379.16,8758.32
PO-2023-003025,2,Cable,Cat6 Ethernet Cable,1,414.52,414.52
PO-2023-001324,1,Cable,Power Cord C13-C14,3,449.0,1346.99
PO-2023-001865,4,Server,System x3650 M5,1,43951.45,43951.45
PO-2023-001955,4,Cable,HDMI Cable 2.1,1,475.2,475.2
PO-2023-001733,2,Rack,Colocation Rack 47U,3,4693.99,14081.96
PO-2023-001013,1,Software License,VMware vSphere,3,37010.92,111032.77
PO-2023-000643,3,Storage Array,VMAX All Flash,1,43475.51,43475.51
PO-2023-003172,3,Storage Array,Pure FlashArray//X,2,461276.69,922553.37
PO-2023-001254,4,Storage Array,NetApp FAS2750,1,412105.03,412105.03
PO-2023-002308,3,PDU,Switched Rack PDU,7,628.19,4397.35
PO-2023-002234,2,Optics/Transceivers,SFP28 25GBASE-SR,3,4593.11,13779.32
PO-2023-000635,1,Rack,Server Rack 48U,6,3218.05,19308.3
PO-2023-000099,11,Router,MX480,1,56785.03,56785.03
PO-2023-000893,3,Network Switch,Juniper EX4650,1,56523.97,56523.97
PO-2023-002803,3,Router,SRX5800,3,35197.75,105593.26
PO-2023-000081,1,Router,SRX5800,2,46087.3,92174.6
PO-2023-000977,3,Warranty/Support,3-Year Next Business Day,2,21651.65,43303.3
PO-2023-002324,3,Load Balancer,A10 Thunder 3030S,1,50865.5,50865.5
PO-2023-002348,1,UPS,PowerWave 9330,1,49995.08,49995.08
PO-2023-001106,1,Optics/Transceivers,XFP 10GBASE-ER,2,4394.4,8788.8
