order_number,line_item_id,item_category,item_description,quantity,unit_price,item_total
PO-2023-003131,4,UPS,RT 11000VA,4,5628.58,22514.32
PO-2023-000748,9,Warranty/Support,ProSupport Plus,1,17475.29,17475.29
PO-2023-000806,2,PDU,Monitored PDU,2,2863.68,5727.35
PO-2023-001137,2,PDU,Intelligent PDU,6,3085.6,18513.61
PO-2023-000104,1,Warranty/Support,3-Year Next Business Day,1,7527.61,7527.61
PO-2023-001122,3,Cable,HDMI Cable 2.1,5,307.74,1538.71
PO-2023-000613,2,Cable,Power Cord C13-C14,3,51.67,155.01
PO-2023-003019,1,Optics/Transceivers,XFP 10GBASE-ER,1,2395.66,2395.66
PO-2023-001295,1,Server,PowerEdge R740,3,31637.2,94911.59
PO-2023-003170,15,Warranty/Support,ProSupport Plus,4,43602.92,174411.67
PO-2023-001330,5,Load Balancer,Radware Alteon VA,1,96247.84,96247.84
PO-2023-000937,1,Optics/Transceivers,SFP 1000BASE-T,4,2372.56,9490.23
PO-2023-003388,4,Load Balancer,Kemp LoadMaster LM-X15,1,35660.36,35660.36
PO-2023-001994,1,Firewall,ASA 5516-X,2,112189.98,224379.96
PO-2023-001312,1,Network Switch,Catalyst 9300,1,37856.37,37856.37
PO-2023-000672,4,Server,PowerEdge R750,1,17501.88,17501.88
PO-2023-002865,1,Router,SRX5800,9,57711.85,519406.69
PO-2023-000988,9,Cooling Unit,SmartCool Gen4,1,57625.7,57625.7
PO-2023-002455,3,Server,UCS C220 M5,2,17381.96,34763.92
PO-2023-000629,2,Warranty/Support,ProSupport Plus,2,43359.19,86718.39
PO-2023-003044,5,Network Switch,Juniper EX4650,2,12553.31,25106.61
PO-2023-000762,3,Cable,Cat6 Ethernet Cable,3,417.81,1253.42
PO-2023-001532,4,Firewall,pfSense SG-5100,2,50953.39,101906.78
PO-2023-001364,2,Server,PowerEdge R750,1,28050.04,28050.04
PO-2023-001521,2,Firewall,SRX4600,2,143001.54,286003.07
PO-2023-003120,3,Load Balancer,A10 Thunder 3030S,3,89713.68,269141.04
PO-2023-002297,4,Warranty/Support,Extended Warranty,8,41303.51,330428.06
PO-2023-003212,1,Optics/Transceivers,SFP28 25GBASE-SR,1,1551.16,1551.16
PO-2023-000088,12,Network Switch,PowerConnect 8024F,1,51016.21,51016.21
PO-2023-000364,1,Load Balancer,Radware Alteon VA,1,75711.72,75711.72
PO-2023-001982,2,Rack,SmartRack 25U,2,3192.8,6385.6
PO-2023-003357,2,Network Switch,Nexus 9000,6,44863.08,269178.48
PO-2023-002998,2,Server,System x3650 M5,5,26516.3,132581.52
PO-2023-000458,2,Cooling Unit,CoolIT Direct2Die,1,71476.26,71476.26
PO-2023-001433,2,Router,ISR 4451,1,24863.0,24863.0
PO-2023-001340,1,Firewall,pfSense SG-5100,3,148762.08,446286.25
PO-2023-002648,6,Rack,Colocation Rack 47U,3,4626.62,13879.85
PO-2023-002367,5,Network Switch,Nexus 9000,2,70471.95,140943.9
PO-2023-001215,5,Firewall,SRX4600,2,39318.47,78636.95
PO-2023-002744,2,PDU,Basic Rack PDU,1,4880.26,4880.26
PO-2023-002248,1,Server,ThinkSystem SR650,1,29389.82,29389.82
PO-2023-000558,3,Rack,SmartRack 25U,3,3319.12,9957.36
PO-2023-002194,2,Storage Array,VMAX All Flash,3,213575.49,640726.47
PO-2023-000926,1,UPS,Smart-UPS SRT 10000VA,1,42355.26,42355.26
PO-2023-001800,3,UPS,Galaxy 7000,1,34978.85,34978.85
PO-2023-001825,1,Software License,Red Hat Enterprise Linux,3,41238.64,123715.93
PO-2023-002472,1,Optics/Transceivers,XFP 10GBASE-ER,2,599.78,1199.56
PO-2023-001505,1,PDU,Basic Rack PDU,1,1718.5,1718.5
PO-2023-001583,1,Load Balancer,Radware Alteon VA,3,91025.53,273076.58
PO-2023-000488,2,Software License,Windows Server 2022,4,58277.51,233110.04
PO-2023-002068,3,Network Switch,Catalyst 9300,1,6314.31,6314.31
PO-2023-003450,2,UPS,OnLine S3 15kVA,1,17659.48,17659.48
PO-2023-001672,7,Firewall,SRX4600,2,9709.43,19418.87
PO-2023-000481,2,PDU,Intelligent PDU,7,4556.69,31896.8
PO-2023-002879,1,Storage Array,NetApp FAS2750,2,320254.8,640509.61
PO-2023-001495,1,Firewall,SRX4600,2,15034.07,30068.13
PO-2023-002234,7,PDU,Switched Rack PDU,1,4940.32,4940.32
PO-2023-001145,4,Storage Array,NetApp FAS2750,1,80130.23,80130.23
PO-2023-000994,1,Storage Array,NetApp FAS2750,1,279379.92,279379.92
PO-2023-003075,1,Optics/Transceivers,QSFP+ 40GBASE-LR4,1,966.11,966.11
PO-2023-000949,1,Network Switch,ProCurve 5406zl,2,64470.33,128940.67
PO-2023-000404,2,Software License,Microsoft SQL Server,2,78449.55,156899.11
PO-2023-002330,1,Rack,SmartRack 25U,3,2632.14,7896.43
PO-2023-002051,2,Software License,Red Hat Enterprise Linux,2,9905.66,19811.32
PO-2023-001053,1,Optics/Transceivers,XFP 10GBASE-ER,2,763.37,1526.74
PO-2023-001919,5,Cooling Unit,InRow RP 300mm,1,54412.61,54412.61
PO-2023-003460,4,Router,SRX5800,2,69987.03,139974.06
PO-2023-000610,10,Router,ISR 4451,1,18805.06,18805.06
PO-2023-001388,5,Firewall,pfSense SG-5100,1,46133.26,46133.26
PO-2023-003130,5,Load Balancer,HAProxy Enterprise,7,87252.21,610765.44
PO-2023-001386,1,Cooling Unit,Stulz CyberAir,4,73189.23,292756.93
PO-2023-001197,4,Rack,Colocation Rack 47U,1,1540.38,1540.38
PO-2023-002668,6,Optics/Transceivers,QSFP+ 40GBASE-LR4,4,1104.41,4417.64
PO-2023-003468,4,Software License,Windows Server 2022,2,45270.2,90540.4
PO-2023-002285,1,Router,7206 VXR,5,86477.13,432385.67
PO-2023-003078,1,Server,ProLiant DL380 Gen10,4,15287.81,61151.25
PO-2023-001742,15,Load Balancer,F5 BIG-IP 4200v,4,69845.37,279381.48
PO-2023-003222,2,Firewall,SRX4600,7,121637.72,851464.01
PO-2023-003389,2,Warranty/Support,ProSupport Plus,4,41446.94,165787.77
PO-2023-003091,2,Network Switch,Catalyst 9300,2,37021.46,74042.91
PO-2023-003218,5,Optics/Transceivers,XFP 10GBASE-ER,2,3886.26,7772.52
PO-2023-001086,2,Cable,Coaxial Cable RG6,1,183.52,183.52
PO-2023-001209,1,Software License,VMware vSphere,1,87507.5,87507.5
PO-2023-002447,15,Warranty/Support,5-Year 24x7x4,5,8024.92,40124.6
PO-2023-000978,7,Cable,Power Cord C13-C14,2,34.03,68.05
PO-2023-002313,10,Storage Array,VMAX All Flash,1,497220.58,497220.58
PO-2023-003053,1,Warranty/Support,ProSupport Plus,1,43722.5,43722.5
PO-2023-003487,1,Cable,Cat6 Ethernet Cable,3,496.95,1490.85
PO-2023-000768,4,Software License,Oracle Database,2,29595.18,59190.36
PO-2023-001281,1,Software License,VMware vSphere,12,78762.12,945145.46
PO-2023-002367,7,Software License,Microsoft SQL Server,3,86909.02,260727.05
PO-2023-000572,2,Cable,Cat6 Ethernet Cable,1,94.13,94.13
PO-2023-001194,1,Software License,Red Hat Enterprise Linux,2,43457.74,86915.48
PO-2023-001033,2,Firewall,SRX4600,2,134797.09,269594.18
PO-2023-001073,2,Software License,VMware vSphere,6,48105.08,288630.49
PO-2023-001170,7,Load Balancer,Kemp LoadMaster LM-X15,1,16994.08,16994.08
PO-2023-000536,1,Firewall,pfSense SG-5100,2,95057.99,190115.98
PO-2023-001903,1,PDU,Monitored PDU,2,4099.97,8199.94
PO-2023-002918,7,Warranty/Support,Premium Support,1,49987.85,49987.85
PO-2023-001797,4,Optics/Transceivers,SFP 1000BASE-T,1,339.96,339.96
PO-2023-001006,6,Cooling Unit,SmartCool Gen4,1,74035.52,74035.52
PO-2023-001961,8,Cable,Cat6 Ethernet Cable,2,305.19,610.38
PO-2023-003489,3,Warranty/Support,Hardware Replacement,5,15665.7,78328.48
PO-2023-001088,2,Warranty/Support,Extended Warranty,4,39312.69,157250.75
PO-2023-003278,1,Rack,Wall Mount 12U,3,2094.24,6282.73
PO-2023-002291,3,Network Switch,Arista 7050X3,1,53576.18,53576.18
PO-2023-000208,1,Load Balancer,Citrix ADC VPX,3,97403.58,292210.74
PO-2023-000793,2,Rack,Colocation Rack 47U,3,4804.13,14412.4
PO-2023-002001,2,Server,ThinkSystem SR650,3,9793.11,29379.34
PO-2023-000273,2,Rack,Wall Mount 12U,1,1003.77,1003.77
PO-2023-002391,1,Software License,Red Hat Enterprise Linux,9,6794.16,61147.48
PO-2023-002808,9,Rack,SmartRack 25U,3,2850.36,8551.09
PO-2023-000548,1,Optics/Transceivers,SFP28 25GBASE-SR,4,2199.97,8799.87
PO-2023-003484,1,Storage Array,Unity XT 480,3,104078.45,312235.34
PO-2023-001057,5,Server,ProLiant DL380 Gen10,2,36830.52,73661.05
PO-2023-000837,3,Cable,Coaxial Cable RG6,7,293.65,2055.53
PO-2023-000982,2,Software License,VMware vSphere,4,68572.12,274288.49
PO-2023-000290,18,Warranty/Support,Hardware Replacement,1,15244.04,15244.04
PO-2023-002952,1,UPS,PowerWave 9330,1,25647.97,25647.97
PO-2023-002900,5,Router,MX480,2,69874.89,139749.78
PO-2023-002082,3,Cable,USB 3.0 Cable,1,62.28,62.28
PO-2023-000511,4,Optics/Transceivers,SFP28 25GBASE-SR,3,1925.38,5776.15
PO-2023-000838,1,Warranty/Support,ProSupport Plus,5,17646.77,88233.83
PO-2023-001484,3,Firewall,ASA 5516-X,2,63370.83,126741.66
PO-2023-000132,6,Warranty/Support,Premium Support,3,16123.55,48370.66
PO-2023-001508,1,PDU,Zero U PDU,1,684.85,684.85
PO-2023-000798,5,Warranty/Support,ProSupport Plus,1,14592.55,14592.55
PO-2023-002978,3,Warranty/Support,3-Year Next Business Day,1,35363.4,35363.4
PO-2023-001328,3,Rack,Open Frame Rack 42U,6,1111.74,6670.46
PO-2023-000298,2,Warranty/Support,Extended Warranty,1,9512.12,9512.12
PO-2023-003233,2,Cooling Unit,InRow RP 300mm,2,94808.13,189616.26
PO-2023-003455,1,Rack,SmartRack 25U,8,2764.59,22116.73
PO-2023-001371,5,Warranty/Support,Extended Warranty,1,38950.04,38950.04
PO-2023-002984,2,Router,MX480,5,21611.04,108055.2
PO-2023-002805,4,Software License,Microsoft SQL Server,3,35255.84,105767.51
PO-2023-002434,4,Firewall,SRX4600,2,52427.59,104855.19
PO-2023-000452,1,Network Switch,Juniper EX4650,1,27697.21,27697.21
PO-2023-002902,5,Server,UCS C220 M5,2,21885.42,43770.84
PO-2023-002503,1,Rack,NetShelter SX 42U,2,3663.8,7327.61
PO-2023-001205,5,Rack,Server Rack 48U,3,1177.9,3533.7
PO-2023-002761,1,Load Balancer,Kemp LoadMaster LM-X15,2,47442.5,94884.99
PO-2023-002209,1,Cooling Unit,InRow RP 300mm,3,96779.31,290337.93
PO-2023-000525,4,Network Switch,Juniper EX4650,2,30028.27,60056.54
PO-2023-003281,1,Cable,Fiber Optic Cable SC-LC,5,23.94,119.68
PO-2023-000173,2,Server,UCS C220 M5,2,28101.57,56203.14
PO-2023-000748,12,Optics/Transceivers,SFP 1000BASE-T,5,4988.49,24942.43
PO-2023-000969,5,Load Balancer,F5 BIG-IP 4200v,2,14732.82,29465.63
PO-2023-003410,1,Rack,Colocation Rack 47U,5,1928.45,9642.24
PO-2023-000279,1,Cable,USB 3.0 Cable,2,106.8,213.6
PO-2023-000486,5,Warranty/Support,Premium Support,1,14395.13,14395.13
PO-2023-001752,1,UPS,Galaxy 7000,2,29416.44,58832.88
PO-2023-003124,4,Software License,Microsoft SQL Server,1,5234.11,5234.11
PO-2023-003044,2,Server,PowerEdge R740,6,40409.22,242455.33
PO-2023-001828,4,Software License,VMware vSphere,4,64486.3,257945.2
PO-2023-000017,1,UPS,Smart-UPS SRT 10000VA,3,15687.79,47063.37
PO-2023-002079,1,PDU,Monitored PDU,1,3438.72,3438.72
PO-2023-000020,1,Load Balancer,Citrix ADC VPX,2,79208.87,158417.73
PO-2023-002691,1,Rack,Server Rack 48U,1,2167.82,2167.82
PO-2023-001121,2,Optics/Transceivers,XFP 10GBASE-ER,2,3279.11,6558.23
PO-2023-001407,3,Rack,Server Rack 48U,4,3953.35,15813.4
PO-2023-001044,1,UPS,PowerWave 9330,1,29480.55,29480.55
PO-2023-001662,11,Rack,SmartRack 25U,1,2307.71,2307.71
PO-2023-001397,4,Load Balancer,Radware Alteon VA,3,52069.4,156208.21
PO-2023-000125,3,Warranty/Support,ProSupport Plus,1,40319.64,40319.64
PO-2023-001996,1,Server,PowerEdge R740,1,45483.36,45483.36
PO-2023-000029,4,Network Switch,PowerConnect 8024F,6,26448.11,158688.66
PO-2023-001225,2,Network Switch,Arista 7050X3,2,72821.24,145642.48
PO-2023-002550,1,Router,7206 VXR,2,44574.05,89148.11
PO-2023-001575,3,Software License,VMware vSphere,3,48608.04,145824.13
PO-2023-002396,3,Load Balancer,Kemp LoadMaster LM-X15,3,58796.02,176388.05
PO-2023-001015,1,Storage Array,Pure FlashArray//X,1,107680.47,107680.47
PO-2023-002977,1,Rack,Colocation Rack 47U,4,1605.88,6423.54
PO-2023-001624,2,Software License,Citrix XenApp,2,33716.68,67433.36
PO-2023-002737,1,Cable,HDMI Cable 2.1,1,286.52,286.52
PO-2023-000188,1,Firewall,pfSense SG-5100,2,67002.87,134005.73
PO-2023-000117,2,Warranty/Support,Extended Warranty,1,34017.47,34017.47
PO-2023-000969,12,Rack,Wall Mount 12U,3,2708.99,8126.97
PO-2023-001656,1,Optics/Transceivers,SFP+ 10GBASE-SR,2,592.41,1184.83
PO-2023-000269,2,Rack,SmartRack 25U,1,3496.96,3496.96
PO-2023-001255,3,Network Switch,PowerConnect 8024F,2,17335.47,34670.94
PO-2023-002927,1,UPS,PowerMax 2000,1,22690.37,22690.37
PO-2023-001896,1,Storage Array,Unity XT 480,1,213119.91,213119.91
PO-2023-002734,1,UPS,Galaxy 7000,1,21039.66,21039.66
PO-2023-000711,2,Router,MX480,1,83026.3,83026.3
PO-2023-003339,1,Storage Array,VMAX All Flash,4,171872.08,687488.33
PO-2023-002619,1,Cooling Unit,CyberAir 3,6,75129.57,450777.44
PO-2023-002973,3,Warranty/Support,5-Year 24x7x4,2,45153.88,90307.77
PO-2023-001914,3,Network Switch,Arista 7050X3,1,9902.58,9902.58
PO-2023-001328,4,Software License,Windows Server 2022,1,88450.18,88450.18
PO-2023-002953,6,UPS,Smart-UPS SRT 10000VA,2,26667.77,53335.54
PO-2023-002168,2,Network Switch,Nexus 9000,2,73088.28,146176.56
PO-2023-001378,1,UPS,OnLine S3 15kVA,1,18933.99,18933.99
PO-2023-000538,4,Firewall,PA-3220,2,54226.26,108452.52
PO-2023-001479,2,Firewall,FortiGate 600E,1,55020.42,55020.42
PO-2023-001642,1,Server,ProLiant DL380 Gen10,2,45027.16,90054.31
PO-2023-000112,2,Optics/Transceivers,QSFP+ 40GBASE-LR4,1,3774.27,3774.27
PO-2023-003201,1,UPS,OnLine S3 15kVA,3,9519.6,28558.81
PO-2023-000447,1,Cooling Unit,SmartCool Gen4,2,89258.55,178517.1
PO-2023-002217,1,Server,PowerEdge R750,1,41550.99,41550.99
PO-2023-002901,3,Server,ProLiant DL380 Gen10,6,34327.24,205963.44
PO-2023-002000,1,PDU,Basic Rack PDU,2,3469.18,6938.35
PO-2023-003125,5,Cable,Coaxial Cable RG6,1,303.15,303.15
PO-2023-002788,2,Cooling Unit,Liebert XD,2,68355.18,136710.35
PO-2023-002396,1,Optics/Transceivers,XFP 10GBASE-ER,2,2167.54,4335.08
PO-2023-002483,9,Firewall,pfSense SG-5100,2,83900.85,167801.7
PO-2023-002725,7,Rack,NetShelter SX 42U,1,4659.65,4659.65
PO-2023-001509,2,PDU,Intelligent PDU,2,3652.18,7304.37
PO-2023-000714,3,Rack,Colocation Rack 47U,1,1597.73,1597.73
PO-2023-001215,4,Cooling Unit,CoolIT Direct2Die,6,36502.08,219012.46
PO-2023-001231,1,Cooling Unit,SmartCool Gen4,3,91112.93,273338.8
PO-2023-002346,1,Load Balancer,F5 BIG-IP 4200v,4,61987.76,247951.06
PO-2023-002152,1,Rack,NetShelter SX 42U,2,4685.1,9370.2
PO-2023-000678,2,Optics/Transceivers,SFP 1000BASE-T,1,772.35,772.35
PO-2023-002773,1,Cooling Unit,CyberAir 3,1,23748.03,23748.03
PO-2023-001104,2,PDU,Zero U PDU,1,4557.4,4557.4
PO-2023-002808,3,Router,ASR 1001-X,4,64806.36,259225.46
PO-2023-002173,2,Server,ThinkSystem SR650,2,19351.45,38702.91
PO-2023-000597,6,Software License,Windows Server 2022,2,46151.11,92302.22
PO-2023-001573,3,Firewall,TZ570,2,62645.56,125291.12
PO-2023-003258,5,Server,UCS C220 M5,1,8441.66,8441.66
PO-2023-000812,3,UPS,PowerWave 9330,7,17472.23,122305.59
PO-2023-001913,1,Rack,NetShelter SX 42U,2,3729.08,7458.17
PO-2023-001679,4,Firewall,ASA 5516-X,1,23925.3,23925.3
PO-2023-002950,7,Firewall,ASA 5516-X,3,149044.6,447133.79
PO-2023-000125,2,Cable,Power Cord C13-C14,3,75.87,227.62
PO-2023-000212,4,Cooling Unit,InRow RP 300mm,1,66047.81,66047.81
PO-2023-003400,1,Router,MX480,2,40591.49,81182.98
PO-2023-000678,7,Storage Array,StorageGRID SG1000,1,355257.48,355257.48
PO-2023-002133,2,Firewall,ASA 5516-X,1,48860.11,48860.11
PO-2023-001866,2,PDU,Monitored PDU,2,3127.81,6255.63
PO-2023-000602,4,Cable,USB 3.0 Cable,2,61.36,122.73
PO-2023-001809,4,Server,PowerEdge R740,3,17635.5,52906.49
PO-2023-002146,7,Software License,Citrix XenApp,3,3581.75,10745.26
PO-2023-000227,7,Cooling Unit,InRow RP 300mm,1,18698.04,18698.04
PO-2023-000246,2,UPS,PowerWave 9330,1,36470.28,36470.28
PO-2023-000766,2,Optics/Transceivers,SFP+ 10GBASE-SR,3,3861.78,11585.34
PO-2023-001181,1,Firewall,SRX4600,2,52170.52,104341.04
PO-2023-002769,7,Load Balancer,Citrix ADC VPX,2,26565.89,53131.77
PO-2023-001951,6,Optics/Transceivers,SFP28 25GBASE-SR,1,4869.76,4869.76
PO-2023-003266,3,Warranty/Support,Hardware Replacement,5,7618.85,38094.25
PO-2023-001081,3,Firewall,SRX4600,2,36820.68,73641.35
PO-2023-002099,7,Optics/Transceivers,CFP 100GBASE-LR4,2,4042.21,8084.43
PO-2023-001869,10,Optics/Transceivers,QSFP+ 40GBASE-LR4,5,2098.23,10491.17
PO-2023-001377,3,Warranty/Support,Hardware Replacement,3,27541.75,82625.26
PO-2023-000169,2,Warranty/Support,5-Year 24x7x4,1,25255.58,25255.58
PO-2023-003264,1,Firewall,FortiGate 600E,2,135661.15,271322.29
PO-2023-002115,5,Rack,SmartRack 25U,7,3641.73,25492.08
PO-2023-001291,2,UPS,Smart-UPS SRT 10000VA,1,34886.47,34886.47
PO-2023-002661,3,Optics/Transceivers,CFP 100GBASE-LR4,1,4817.26,4817.26
PO-2023-001358,2,UPS,Smart-UPS SRT 10000VA,4,24824.34,99297.36
PO-2023-001641,4,Optics/Transceivers,SFP28 25GBASE-SR,5,1621.86,8109.3
PO-2023-000177,1,Load Balancer,Citrix ADC VPX,3,39206.06,117618.19
PO-2023-001034,4,Load Balancer,Radware Alteon VA,4,54313.1,217252.38
PO-2023-000001,1,Server,PowerEdge R750,11,26147.5,287622.53
PO-2023-001467,1,Network Switch,Arista 7050X3,2,40835.59,81671.19
PO-2023-002377,4,Network Switch,Nexus 9000,2,39086.56,78173.12
PO-2023-002807,1,Rack,Server Rack 48U,2,1118.56,2237.13
PO-2023-002398,15,Router,RTX1210,3,70377.6,211132.81
PO-2023-002099,6,Warranty/Support,3-Year Next Business Day,10,4843.91,48439.08
PO-2023-000540,8,Load Balancer,A10 Thunder 3030S,3,76853.94,230561.81
PO-2023-001713,2,Warranty/Support,Premium Support,7,37517.3,262621.09
PO-2023-000630,1,Firewall,SRX4600,2,47218.51,94437.01
PO-2023-001102,2,PDU,Metered Rack PDU,2,1785.89,3571.77
PO-2023-002392,1,Server,System x3650 M5,3,11879.84,35639.52
PO-2023-000795,4,Router,ISR 4451,2,81443.8,162887.61
PO-2023-002172,9,Warranty/Support,5-Year 24x7x4,4,37501.17,150004.7
PO-2023-002799,4,Optics/Transceivers,SFP 1000BASE-T,3,3241.35,9724.05
PO-2023-001742,3,Storage Array,3PAR 8450,4,167585.85,670343.4
PO-2023-003351,8,Server,PowerEdge R740,13,14003.58,182046.56
PO-2023-002822,1,Cable,Cat6 Ethernet Cable,3,163.09,489.26
PO-2023-001985,1,Storage Array,Unity XT 480,4,84057.21,336228.85
PO-2023-001573,1,Storage Array,VMAX All Flash,9,348608.3,3137474.69
PO-2023-001811,1,Software License,Red Hat Enterprise Linux,4,48257.28,193029.14
PO-2023-001117,3,Software License,Windows Server 2022,2,90896.59,181793.18
PO-2023-001040,2,Optics/Transceivers,SFP28 25GBASE-SR,3,3685.53,11056.58
PO-2023-002330,7,Optics/Transceivers,QSFP+ 40GBASE-LR4,3,1151.22,3453.66
PO-2023-001038,2,Optics/Transceivers,XFP 10GBASE-ER,3,4975.25,14925.76
PO-2023-001012,1,UPS,Smart-UPS SRT 10000VA,3,13218.75,39656.26
PO-2023-001679,12,Firewall,pfSense SG-5100,5,56298.71,281493.54
PO-2023-000062,1,UPS,Smart-UPS SRT 10000VA,3,9286.77,27860.3
PO-2023-002434,3,UPS,Smart-UPS SRT 10000VA,5,25603.53,128017.67
PO-2023-000554,1,Cooling Unit,Stulz CyberAir,8,51975.43,415803.4
PO-2023-002117,2,Warranty/Support,Premium Support,2,31984.72,63969.44
PO-2023-003131,5,Software License,VMware vSphere,1,49576.19,49576.19
PO-2023-002350,4,Firewall,SRX4600,2,10975.69,21951.37
PO-2023-003469,3,Optics/Transceivers,CFP 100GBASE-LR4,1,802.75,802.75
PO-2023-002382,1,Warranty/Support,ProSupport Plus,1,47534.86,47534.86
PO-2023-001562,2,UPS,Galaxy 7000,1,9236.29,9236.29
PO-2023-002354,1,Rack,Colocation Rack 47U,2,1314.43,2628.86
PO-2023-000307,2,Firewall,SRX4600,2,140055.18,280110.35
PO-2023-000988,8,Rack,Wall Mount 12U,3,3706.33,11119.0
PO-2023-003328,1,Server,System x3650 M5,12,49157.47,589889.6
PO-2023-002120,1,Warranty/Support,Extended Warranty,3,33474.54,100423.63
PO-2023-000409,1,Cooling Unit,CyberAir 3,3,93919.96,281759.87
PO-2023-002530,1,Optics/Transceivers,XFP 10GBASE-ER,3,1817.12,5451.36
PO-2023-001722,2,Optics/Transceivers,SFP28 25GBASE-SR,2,2954.95,5909.9
PO-2023-002734,5,Cooling Unit,Liebert XD,1,98587.83,98587.83
PO-2023-001908,2,UPS,PowerWave 9330,2,8953.77,17907.55
PO-2023-001082,2,Load Balancer,Radware Alteon VA,1,10393.63,10393.63
PO-2023-001119,4,Optics/Transceivers,SFP 1000BASE-T,3,954.88,2864.65
PO-2023-002937,1,Warranty/Support,Hardware Replacement,1,28462.29,28462.29
PO-2023-002747,2,Firewall,PA-3220,2,73044.81,146089.62
PO-2023-003370,1,UPS,PowerMax 2000,5,49118.32,245591.59
PO-2023-000687,2,Firewall,pfSense SG-5100,2,43303.56,86607.11
PO-2023-002934,1,Network Switch,ProCurve 5406zl,2,71735.8,143471.59
PO-2023-002777,2,Cable,Cat6 Ethernet Cable,3,108.66,325.98
PO-2023-001070,3,PDU,Zero U PDU,5,3036.51,15182.53
PO-2023-002930,4,Cable,Fiber Optic Cable SC-LC,3,211.12,633.37
PO-2023-002300,1,Cooling Unit,InRow RP 300mm,7,12143.64,85005.45
PO-2023-000473,2,Warranty/Support,Hardware Replacement,2,40252.24,80504.49
PO-2023-001242,1,Router,MX480,2,96799.52,193599.03
PO-2023-000157,7,Software License,VMware vSphere,1,97070.59,97070.59
PO-2023-000017,5,Firewall,FortiGate 600E,2,105225.44,210450.87
PO-2023-001862,4,Router,SRX5800,5,96681.5,483407.5
PO-2023-002989,1,UPS,Galaxy 7000,1,33168.95,33168.95
PO-2023-003359,2,Software License,Microsoft SQL Server,5,32712.19,163560.95
PO-2023-002093,1,UPS,Galaxy 7000,1,35984.04,35984.04
PO-2023-002048,3,Rack,NetShelter SX 42U,2,1879.88,3759.77
PO-2023-002417,1,UPS,Galaxy 7000,2,11731.96,23463.92
PO-2023-000800,3,Rack,NetShelter SX 42U,2,3305.01,6610.03
PO-2023-001678,1,Firewall,ASA 5516-X,2,149976.38,299952.75
PO-2023-002398,1,Cable,USB 3.0 Cable,2,183.98,367.95
PO-2023-000974,2,Optics/Transceivers,SFP28 25GBASE-SR,1,3867.94,3867.94
PO-2023-001882,1,UPS,PowerMax 2000,3,6863.13,20589.39
PO-2023-003415,2,Optics/Transceivers,XFP 10GBASE-ER,3,4452.05,13356.15
PO-2023-002076,1,Load Balancer,Radware Alteon VA,1,12138.65,12138.65
PO-2023-000758,3,Optics/Transceivers,SFP28 25GBASE-SR,6,730.84,4385.03
PO-2023-001758,5,Router,ASR 1001-X,2,75291.14,150582.27
PO-2023-000631,1,Cooling Unit,Stulz CyberAir,1,15505.46,15505.46
PO-2023-001775,1,PDU,Metered Rack PDU,1,2169.93,2169.93
PO-2023-002055,1,Warranty/Support,Hardware Replacement,1,9614.76,9614.76
PO-2023-002931,3,Server,ThinkSystem SR650,2,21011.33,42022.66
PO-2023-001520,1,Rack,Wall Mount 12U,3,3613.02,10839.06
PO-2023-002701,2,Firewall,ASA 5516-X,1,127388.69,127388.69
PO-2023-002364,1,Cable,Coaxial Cable RG6,1,298.27,298.27
PO-2023-000532,4,UPS,PowerWave 9330,1,44559.96,44559.96
PO-2023-003093,6,Cable,Cat6 Ethernet Cable,4,489.74,1958.98
PO-2023-000341,1,Server,UCS C220 M5,1,38389.79,38389.79
PO-2023-000438,1,Cooling Unit,CoolIT Direct2Die,1,88714.52,88714.52
PO-2023-001048,1,Storage Array,Unity XT 480,7,131356.36,919494.54
PO-2023-001284,1,PDU,Switched Rack PDU,4,2381.48,9525.94
PO-2023-002352,4,Cooling Unit,Liebert XD,6,68658.72,411952.32
PO-2023-001406,2,Cooling Unit,Liebert XD,6,13600.4,81602.39
PO-2023-001789,1,Router,7206 VXR,2,47487.6,94975.21
PO-2023-001791,12,Network Switch,Arista 7050X3,2,23087.07,46174.14
PO-2023-001538,1,Optics/Transceivers,XFP 10GBASE-ER,1,1839.73,1839.73
PO-2023-002720,2,Cable,Coaxial Cable RG6,2,394.84,789.69
PO-2023-001257,7,Storage Array,Pure FlashArray//X,1,364994.24,364994.24
PO-2023-003057,3,Software License,Microsoft SQL Server,5,40460.5,202302.5
PO-2023-001052,1,Warranty/Support,5-Year 24x7x4,1,36025.77,36025.77
PO-2023-003082,5,Network Switch,Nexus 9000,2,69485.55,138971.09
PO-2023-002283,9,Router,ASR 1001-X,2,46626.59,93253.19
PO-2023-000840,2,Load Balancer,HAProxy Enterprise,2,85250.15,170500.3
PO-2023-000046,11,Software License,Red Hat Enterprise Linux,1,85135.57,85135.57
PO-2023-000722,1,Cooling Unit,CyberAir 3,2,32261.02,64522.04
PO-2023-000046,7,Network Switch,Catalyst 9300,2,26020.75,52041.5
PO-2023-002821,1,PDU,Switched Rack PDU,1,631.38,631.38
PO-2023-002625,11,Cooling Unit,Stulz CyberAir,1,19380.02,19380.02
PO-2023-001661,2,Load Balancer,HAProxy Enterprise,2,52307.07,104614.15
PO-2023-000443,6,Software License,Oracle Database,5,3428.99,17144.94
PO-2023-000995,1,Cooling Unit,CoolIT Direct2Die,1,50577.1,50577.1
PO-2023-002100,7,PDU,Zero U PDU,1,946.9,946.9
