order_number,line_item_id,item_category,item_description,quantity,unit_price,item_total
PO-2023-003150,2,Warranty/Support,Extended Warranty,1,27338.47,27338.47
PO-2023-002519,2,Warranty/Support,5-Year 24x7x4,9,40869.37,367824.32
PO-2023-002306,3,UPS,Galaxy 7000,4,16743.76,66975.06
PO-2023-001589,1,Optics/Transceivers,QSFP+ 40GBASE-LR4,1,1066.1,1066.1
PO-2023-003166,1,Cable,Coaxial Cable RG6,2,147.64,295.29
PO-2023-000558,2,UPS,RT 11000VA,1,39580.16,39580.16
PO-2023-002931,5,Cable,Cat6 Ethernet Cable,1,470.48,470.48
PO-2023-001267,1,Server,UCS C220 M5,1,11597.64,11597.64
PO-2023-001163,2,Warranty/Support,ProSupport Plus,3,3602.27,10806.81
PO-2023-001404,2,Cable,Fiber Optic Cable SC-LC,1,369.54,369.54
PO-2023-003158,1,Software License,Microsoft SQL Server,1,90397.6,90397.6
PO-2023-003024,7,Server,UCS C220 M5,1,5222.56,5222.56
PO-2023-001598,3,UPS,Galaxy 7000,5,27983.33,139916.63
PO-2023-000819,3,PDU,Switched Rack PDU,3,3141.62,9424.85
PO-2023-000299,3,Cooling Unit,Stulz CyberAir,1,63963.75,63963.75
PO-2023-003136,2,Warranty/Support,Premium Support,1,5907.87,5907.87
PO-2023-000387,2,Storage Array,StorageGRID SG1000,1,390162.99,390162.99
PO-2023-002682,6,Network Switch,Nexus 9000,2,30949.09,61898.18
PO-2023-003228,1,Firewall,SRX4600,2,112136.82,224273.64
PO-2023-003277,2,Software License,Microsoft SQL Server,2,31703.71,63407.41
PO-2023-000463,4,Warranty/Support,Extended Warranty,1,49341.49,49341.49
PO-2023-001590,2,Storage Array,VMAX All Flash,1,393955.0,393955.0
PO-2023-001006,1,Optics/Transceivers,SFP+ 10GBASE-SR,2,1661.41,3322.82
PO-2023-000978,6,PDU,Intelligent PDU,7,3490.61,24434.25
PO-2023-002422,4,Software License,Citrix XenApp,1,15980.89,15980.89
PO-2023-002543,2,Firewall,PA-3220,2,35432.65,70865.3
PO-2023-000376,1,Optics/Transceivers,QSFP+ 40GBASE-LR4,1,4471.97,4471.97
PO-2023-000099,7,Rack,SmartRack 25U,2,2040.63,4081.26
PO-2023-001713,1,Server,UCS C220 M5,4,12121.68,48486.72
PO-2023-000893,8,Load Balancer,A10 Thunder 3030S,1,59167.86,59167.86
PO-2023-001760,3,Router,SRX5800,2,55000.98,110001.97
PO-2023-000516,16,Storage Array,Unity XT 480,4,230580.74,922322.97
PO-2023-003266,9,Optics/Transceivers,CFP 100GBASE-LR4,1,4520.64,4520.64
PO-2023-001506,1,Storage Array,VMAX All Flash,3,73658.38,220975.13
PO-2023-000309,1,Storage Array,NetApp FAS2750,1,306530.63,306530.63
PO-2023-002682,2,Software License,Red Hat Enterprise Linux,10,41033.55,410335.47
PO-2023-003044,3,Software License,Oracle Database,1,21381.73,21381.73
PO-2023-002815,3,Firewall,pfSense SG-5100,1,34931.5,34931.5
PO-2023-000868,3,UPS,RT 11000VA,1,29588.96,29588.96
PO-2023-002430,1,Firewall,TZ570,1,24058.59,24058.59
PO-2023-002959,1,Warranty/Support,Premium Support,1,20231.05,20231.05
PO-2023-000482,4,Software License,Citrix XenApp,2,11129.91,22259.82
PO-2023-003183,1,UPS,PowerMax 2000,2,16466.59,32933.19
PO-2023-001387,1,Rack,Wall Mount 12U,2,1725.17,3450.33
PO-2023-001945,3,Load Balancer,Citrix ADC VPX,1,86577.39,86577.39
PO-2023-003216,2,PDU,Zero U PDU,1,2066.09,2066.09
PO-2023-000463,1,Rack,SmartRack 25U,1,2609.18,2609.18
PO-2023-000819,4,Storage Array,NetApp FAS2750,2,426511.85,853023.7
PO-2023-001499,7,Rack,Server Rack 48U,4,2692.61,10770.43
PO-2023-001883,1,Cooling Unit,InRow RP 300mm,1,83993.14,83993.14
PO-2023-001276,3,Firewall,ASA 5516-X,1,88466.5,88466.5
PO-2023-002208,6,Storage Array,3PAR 8450,1,419472.65,419472.65
PO-2023-000997,5,Software License,Citrix XenApp,1,76782.75,76782.75
PO-2023-000699,2,Optics/Transceivers,QSFP+ 40GBASE-LR4,5,1706.95,8534.76
PO-2023-002690,11,Server,UCS C220 M5,1,35974.08,35974.08
PO-2023-003214,1,Load Balancer,HAProxy Enterprise,2,57451.3,114902.6
PO-2023-000341,2,Warranty/Support,5-Year 24x7x4,4,34324.65,137298.62
PO-2023-003211,3,Software License,Windows Server 2022,2,78147.64,156295.29
PO-2023-002209,2,Cable,Cat6 Ethernet Cable,2,329.74,659.48
PO-2023-002964,2,UPS,OnLine S3 15kVA,10,22088.21,220882.09
PO-2023-002820,2,Storage Array,3PAR 8450,2,384663.52,769327.04
PO-2023-000970,3,Router,RTX1210,2,46362.77,92725.55
PO-2023-002526,3,Optics/Transceivers,SFP+ 10GBASE-SR,1,4903.01,4903.01
PO-2023-001011,4,Cooling Unit,CyberAir 3,3,65361.9,196085.69
PO-2023-002835,2,PDU,Switched Rack PDU,2,2720.27,5440.54
PO-2023-000505,2,Server,PowerEdge R750,2,43413.35,86826.69
PO-2023-001358,3,Router,7206 VXR,1,55701.54,55701.54
PO-2023-003196,3,UPS,Galaxy 7000,1,6024.58,6024.58
PO-2023-001177,1,Load Balancer,Kemp LoadMaster LM-X15,6,83940.01,503640.08
PO-2023-002363,2,UPS,PowerMax 2000,2,8996.19,17992.38
PO-2023-000232,5,Server,PowerEdge R740,1,7749.71,7749.71
PO-2023-002242,5,Software License,VMware vSphere,3,7828.22,23484.66
PO-2023-001742,1,Storage Array,Pure FlashArray//X,3,396842.83,1190528.5
PO-2023-002274,9,UPS,PowerMax 2000,2,34326.2,68652.4
PO-2023-000369,2,Storage Array,Unity XT 480,1,132190.68,132190.68
PO-2023-003386,1,Warranty/Support,Extended Warranty,1,29938.66,29938.66
PO-2023-002091,4,Software License,Red Hat Enterprise Linux,8,42397.88,339183.05
PO-2023-002970,1,Rack,SmartRack 25U,1,3565.48,3565.48
PO-2023-000516,4,UPS,OnLine S3 15kVA,1,31147.09,31147.09
PO-2023-001516,1,Router,ISR 4451,2,81438.11,162876.22
PO-2023-001904,1,Load Balancer,A10 Thunder 3030S,2,40732.4,81464.8
PO-2023-002133,1,Storage Array,VMAX All Flash,1,486573.16,486573.16
PO-2023-000508,10,Software License,Windows Server 2022,1,61559.97,61559.97
PO-2023-003406,1,Network Switch,Juniper EX4650,2,42178.02,84356.04
PO-2023-002324,2,Router,ASR 1001-X,9,32796.95,295172.58
PO-2023-002840,1,Software License,VMware vSphere,7,10359.99,72519.96
PO-2023-001961,2,Warranty/Support,3-Year Next Business Day,1,3909.7,3909.7
PO-2023-003446,2,Rack,Colocation Rack 47U,8,1446.68,11573.42
PO-2023-002227,3,Router,MX480,2,34619.51,69239.03
PO-2023-001329,1,Warranty/Support,Hardware Replacement,8,34812.76,278502.05
PO-2023-001710,2,Cable,Coaxial Cable RG6,1,95.28,95.28
PO-2023-001269,2,Network Switch,Arista 7050X3,2,3417.34,6834.67
PO-2023-001839,1,Server,System x3650 M5,3,26383.47,79150.4
PO-2023-001220,3,Server,ProLiant DL380 Gen10,1,24098.86,24098.86
PO-2023-002672,3,Load Balancer,Radware Alteon VA,1,20264.5,20264.5
PO-2023-002067,4,Warranty/Support,Hardware Replacement,2,48611.48,97222.95
PO-2023-002467,1,Network Switch,PowerConnect 8024F,2,57500.87,115001.74
PO-2023-001904,2,Cooling Unit,CoolIT Direct2Die,9,40896.86,368071.71
PO-2023-002912,2,UPS,Galaxy 7000,1,39273.87,39273.87
PO-2023-001170,6,Load Balancer,Kemp LoadMaster LM-X15,8,63048.83,504390.67
PO-2023-003251,4,Storage Array,StorageGRID SG1000,11,270005.05,2970055.55
PO-2023-000842,10,Software License,Microsoft SQL Server,2,30798.63,61597.27
PO-2023-001638,1,Cooling Unit,Liebert XD,1,60217.92,60217.92
PO-2023-000451,2,Software License,Red Hat Enterprise Linux,9,89800.02,808200.19
PO-2023-002468,1,Cooling Unit,CoolIT Direct2Die,1,62492.61,62492.61
PO-2023-000242,1,PDU,Monitored PDU,2,599.98,1199.97
PO-2023-001968,5,Load Balancer,Citrix ADC VPX,2,31234.92,62469.83
PO-2023-003414,7,Storage Array,VMAX All Flash,2,399793.08,799586.17
PO-2023-002690,12,Warranty/Support,Extended Warranty,1,25752.29,25752.29
PO-2023-001034,9,Rack,Server Rack 48U,4,3834.82,15339.28
PO-2023-002069,1,Server,PowerEdge R750,1,12204.57,12204.57
PO-2023-002998,7,Storage Array,VMAX All Flash,2,355426.99,710853.97
PO-2023-000567,11,PDU,Zero U PDU,6,1133.47,6800.8
PO-2023-000009,2,Rack,SmartRack 25U,6,3004.16,18024.96
PO-2023-000567,4,PDU,Zero U PDU,2,2431.95,4863.89
PO-2023-000610,2,Router,MX480,2,11175.52,22351.04
PO-2023-003348,3,Optics/Transceivers,SFP28 25GBASE-SR,1,3851.72,3851.72
PO-2023-000531,4,UPS,Smart-UPS SRT 10000VA,1,36741.32,36741.32
PO-2023-002994,3,Optics/Transceivers,XFP 10GBASE-ER,1,2158.18,2158.18
PO-2023-000748,13,Cooling Unit,CyberAir 3,1,39675.8,39675.8
PO-2023-000988,5,Warranty/Support,3-Year Next Business Day,4,36471.65,145886.62
PO-2023-001850,1,Optics/Transceivers,SFP28 25GBASE-SR,1,2628.45,2628.45
PO-2023-000036,6,Cooling Unit,CoolIT Direct2Die,3,33209.89,99629.68
PO-2023-001975,4,Cable,USB 3.0 Cable,2,404.67,809.35
PO-2023-000985,2,Software License,VMware vSphere,1,33326.35,33326.35
PO-2023-001611,2,Cooling Unit,CoolIT Direct2Die,2,22713.05,45426.1
PO-2023-001478,2,Warranty/Support,Premium Support,8,3652.52,29220.15
PO-2023-001539,4,Warranty/Support,Premium Support,2,30143.07,60286.14
PO-2023-002830,3,Cooling Unit,Liebert XD,3,63524.26,190572.77
PO-2023-000358,3,Load Balancer,HAProxy Enterprise,5,69833.62,349168.1
PO-2023-002349,10,Optics/Transceivers,QSFP+ 40GBASE-LR4,1,2080.38,2080.38
PO-2023-003457,4,Server,PowerEdge R750,3,38177.51,114532.53
PO-2023-000158,4,Firewall,FortiGate 600E,3,32787.0,98360.99
PO-2023-001670,3,PDU,Switched Rack PDU,5,4553.22,22766.08
PO-2023-000646,2,Cable,Fiber Optic Cable SC-LC,4,259.91,1039.64
PO-2023-003092,4,Software License,Red Hat Enterprise Linux,3,82727.1,248181.3
PO-2023-000046,6,Cooling Unit,Liebert XD,1,52900.91,52900.91
PO-2023-002483,4,Cable,HDMI Cable 2.1,1,281.65,281.65
PO-2023-001497,2,PDU,Monitored PDU,2,4241.02,8482.04
PO-2023-001583,3,Warranty/Support,Extended Warranty,1,48266.48,48266.48
PO-2023-000617,3,Router,ASR 1001-X,2,37255.25,74510.49
PO-2023-001024,1,Firewall,ASA 5516-X,2,36955.51,73911.02
PO-2023-000226,2,Load Balancer,HAProxy Enterprise,1,69855.04,69855.04
PO-2023-003000,1,Server,PowerEdge R750,1,30281.83,30281.83
PO-2023-002851,4,Load Balancer,Citrix ADC VPX,1,57957.46,57957.46
PO-2023-001323,1,PDU,Intelligent PDU,6,4624.81,27748.83
PO-2023-002098,3,Server,ThinkSystem SR650,2,9066.76,18133.53
PO-2023-003087,1,PDU,Zero U PDU,3,4367.08,13101.25
PO-2023-002103,5,UPS,OnLine S3 15kVA,1,12338.03,12338.03
PO-2023-002020,1,Rack,Server Rack 48U,1,2906.17,2906.17
PO-2023-000893,5,Software License,VMware vSphere,1,78413.3,78413.3
PO-2023-002181,2,Warranty/Support,3-Year Next Business Day,3,39107.35,117322.04
PO-2023-000250,1,Load Balancer,F5 BIG-IP 4200v,1,17900.94,17900.94
PO-2023-000427,4,Cooling Unit,Stulz CyberAir,3,86847.94,260543.82
PO-2023-001204,18,Network Switch,Arista 7050X3,2,23583.08,47166.15
PO-2023-003120,1,Rack,Colocation Rack 47U,1,3384.84,3384.84
PO-2023-000438,3,PDU,Monitored PDU,1,3811.79,3811.79
PO-2023-000953,5,Router,SRX5800,3,84379.6,253138.79
PO-2023-002393,5,Cable,Fiber Optic Cable SC-LC,2,105.97,211.95
PO-2023-002756,1,Storage Array,Pure FlashArray//X,5,136685.97,683429.85
PO-2023-000423,2,UPS,RT 11000VA,1,42131.07,42131.07
PO-2023-001087,3,PDU,Zero U PDU,1,4049.37,4049.37
PO-2023-002535,1,Cable,USB 3.0 Cable,4,165.19,660.77
PO-2023-002888,2,Firewall,ASA 5516-X,5,95962.75,479813.73
PO-2023-001922,1,Storage Array,NetApp FAS2750,1,99306.71,99306.71
PO-2023-001746,3,Software License,Red Hat Enterprise Linux,4,98920.22,395680.86
PO-2023-000649,2,PDU,Switched Rack PDU,8,2410.57,19284.6
PO-2023-002512,2,UPS,Smart-UPS SRT 10000VA,1,38991.4,38991.4
PO-2023-002862,1,UPS,RT 11000VA,1,38654.96,38654.96
PO-2023-001762,3,Warranty/Support,Premium Support,4,29379.8,117519.2
PO-2023-003127,1,Network Switch,PowerConnect 8024F,2,26304.04,52608.09
PO-2023-002165,2,Firewall,FortiGate 600E,4,129362.89,517451.54
PO-2023-000686,2,Rack,NetShelter SX 42U,7,4093.1,28651.73
PO-2023-001546,6,Optics/Transceivers,SFP28 25GBASE-SR,2,4947.38,9894.75
PO-2023-001672,21,Server,System x3650 M5,2,5440.45,10880.91
PO-2023-000988,16,Storage Array,StorageGRID SG1000,1,27936.9,27936.9
PO-2023-002707,5,Storage Array,VMAX All Flash,4,433273.69,1733094.76
PO-2023-002536,1,Load Balancer,Citrix ADC VPX,6,80844.39,485066.31
PO-2023-001740,1,Rack,NetShelter SX 42U,1,3324.53,3324.53
PO-2023-000129,1,Cable,Fiber Optic Cable SC-LC,1,396.58,396.58
PO-2023-001149,4,Rack,Open Frame Rack 42U,8,1959.37,15674.93
PO-2023-002045,8,Cooling Unit,SmartCool Gen4,1,96155.8,96155.8
PO-2023-002192,7,Cable,Fiber Optic Cable SC-LC,2,348.91,697.81
PO-2023-002567,2,UPS,Galaxy 7000,1,25081.05,25081.05
PO-2023-002898,5,Firewall,pfSense SG-5100,2,113071.77,226143.53
PO-2023-003085,4,Software License,VMware vSphere,1,34627.5,34627.5
PO-2023-000262,1,Rack,NetShelter SX 42U,1,4209.61,4209.61
PO-2023-003414,2,Optics/Transceivers,CFP 100GBASE-LR4,1,1391.64,1391.64
PO-2023-002584,3,Software License,Microsoft SQL Server,5,53911.28,269556.4
PO-2023-001521,3,UPS,Smart-UPS SRT 10000VA,7,17506.92,122548.45
PO-2023-001737,5,Rack,Server Rack 48U,7,3006.38,21044.66
PO-2023-000668,1,Firewall,TZ570,2,107161.13,214322.26
PO-2023-003051,1,UPS,RT 11000VA,2,16880.76,33761.53
PO-2023-002532,2,Cooling Unit,Stulz CyberAir,5,87250.62,436253.11
PO-2023-003022,1,Cooling Unit,CyberAir 3,4,44133.36,176533.45
PO-2023-000480,1,Warranty/Support,Hardware Replacement,1,14284.03,14284.03
PO-2023-000572,1,Warranty/Support,3-Year Next Business Day,2,14600.38,29200.76
PO-2023-001456,3,Storage Array,NetApp FAS2750,6,360426.15,2162556.92
PO-2023-000757,1,Rack,Colocation Rack 47U,1,1759.05,1759.05
PO-2023-001386,3,Network Switch,PowerConnect 8024F,1,34183.68,34183.68
PO-2023-001040,1,Firewall,ASA 5516-X,2,49420.45,98840.9
PO-2023-000647,5,Load Balancer,A10 Thunder 3030S,4,48976.71,195906.82
PO-2023-000217,1,UPS,PowerWave 9330,1,33867.7,33867.7
PO-2023-001371,7,Cooling Unit,CoolIT Direct2Die,7,32593.41,228153.85
PO-2023-003368,1,Cable,HDMI Cable 2.1,3,268.76,806.28
PO-2023-000929,1,Storage Array,Pure FlashArray//X,1,465237.77,465237.77
PO-2023-002555,1,Optics/Transceivers,CFP 100GBASE-LR4,2,4835.29,9670.58
PO-2023-000020,8,UPS,RT 11000VA,2,36683.59,73367.18
PO-2023-002775,8,Storage Array,Unity XT 480,1,257046.07,257046.07
PO-2023-001679,1,Network Switch,ProCurve 5406zl,1,42954.06,42954.06
PO-2023-001143,5,Cooling Unit,SmartCool Gen4,3,51257.24,153771.73
PO-2023-000774,1,Server,System x3650 M5,4,22983.73,91934.93
PO-2023-001485,1,Storage Array,StorageGRID SG1000,1,145378.28,145378.28
PO-2023-000018,5,Software License,Microsoft SQL Server,5,82271.47,411357.35
PO-2023-000014,1,Network Switch,ProCurve 5406zl,2,12438.39,24876.79
PO-2023-002130,2,Warranty/Support,Extended Warranty,1,40268.01,40268.01
PO-2023-001708,2,Server,System x3650 M5,3,26431.36,79294.08
PO-2023-003371,10,Firewall,SRX4600,2,73774.29,147548.58
PO-2023-000477,1,Router,ASR 1001-X,4,61024.26,244097.03
PO-2023-000537,2,Warranty/Support,Extended Warranty,3,14478.66,43435.97
PO-2023-000458,5,Software License,Citrix XenApp,1,32086.6,32086.6
PO-2023-001221,1,Warranty/Support,ProSupport Plus,3,5588.4,16765.21
PO-2023-000762,4,PDU,Intelligent PDU,1,2794.52,2794.52
PO-2023-002241,3,Load Balancer,Radware Alteon VA,2,26583.89,53167.78
PO-2023-001235,5,Server,ThinkSystem SR650,1,45996.16,45996.16
PO-2023-003486,4,PDU,Monitored PDU,4,3890.88,15563.51
PO-2023-001269,5,Warranty/Support,3-Year Next Business Day,3,45254.97,135764.9
PO-2023-002974,1,Router,ASR 1001-X,1,8246.5,8246.5
PO-2023-001336,1,Server,UCS C220 M5,3,39190.38,117571.13
PO-2023-000125,4,PDU,Basic Rack PDU,1,4808.52,4808.52
PO-2023-002117,5,Warranty/Support,5-Year 24x7x4,1,35400.03,35400.03
PO-2023-001098,1,UPS,Smart-UPS SRT 10000VA,1,42390.64,42390.64
PO-2023-000111,4,Optics/Transceivers,QSFP+ 40GBASE-LR4,8,1723.6,13788.8
PO-2023-000627,1,Storage Array,VMAX All Flash,5,255124.58,1275622.92
PO-2023-002672,6,Warranty/Support,5-Year 24x7x4,4,23794.13,95176.51
PO-2023-001416,1,Load Balancer,Radware Alteon VA,2,63806.97,127613.95
PO-2023-001910,1,Software License,VMware vSphere,5,31901.9,159509.49
PO-2023-000139,2,Load Balancer,Citrix ADC VPX,3,41884.1,125652.3
PO-2023-002101,1,UPS,Smart-UPS SRT 10000VA,3,36618.56,109855.67
PO-2023-002000,2,UPS,OnLine S3 15kVA,5,25529.48,127647.42
PO-2023-002641,1,PDU,Switched Rack PDU,1,2534.6,2534.6
PO-2023-002775,5,Rack,Colocation Rack 47U,4,3037.49,12149.98
PO-2023-002789,3,Load Balancer,F5 BIG-IP 4200v,2,16853.22,33706.45
PO-2023-000179,3,Storage Array,NetApp FAS2750,3,411038.97,1233116.91
PO-2023-002351,7,Warranty/Support,3-Year Next Business Day,2,19314.68,38629.35
PO-2023-000340,2,Warranty/Support,3-Year Next Business Day,2,14159.47,28318.93
PO-2023-000738,2,Cable,USB 3.0 Cable,1,270.76,270.76
PO-2023-002007,8,Software License,Windows Server 2022,1,20413.73,20413.73
PO-2023-001468,1,Firewall,pfSense SG-5100,2,46128.4,92256.8
PO-2023-003033,1,Rack,Open Frame Rack 42U,1,4606.55,4606.55
PO-2023-001258,9,Warranty/Support,5-Year 24x7x4,6,27490.48,164942.85
PO-2023-002334,5,Load Balancer,HAProxy Enterprise,4,38037.93,152151.71
PO-2023-001196,1,UPS,Galaxy 7000,2,16657.44,33314.87
PO-2023-001026,1,Cooling Unit,Stulz CyberAir,1,28541.98,28541.98
PO-2023-000262,2,Software License,Windows Server 2022,2,67591.12,135182.24
PO-2023-001855,1,Firewall,PA-3220,2,20339.26,40678.52
PO-2023-001240,2,Firewall,SRX4600,5,3181.48,15907.38
PO-2023-001875,2,Server,UCS C220 M5,4,11690.68,46762.72
PO-2023-002239,2,UPS,OnLine S3 15kVA,4,31984.89,127939.55
PO-2023-000891,2,PDU,Metered Rack PDU,2,1880.77,3761.54
PO-2023-002483,2,Router,RTX1210,2,81098.77,162197.55
PO-2023-000992,1,Cooling Unit,Stulz CyberAir,8,67781.22,542249.78
PO-2023-001906,3,Rack,Open Frame Rack 42U,3,4677.88,14033.63
PO-2023-000988,15,Optics/Transceivers,SFP28 25GBASE-SR,3,4571.75,13715.26
PO-2023-000033,2,Cable,USB 3.0 Cable,5,131.63,658.15
PO-2023-002155,1,Rack,Server Rack 48U,3,2654.2,7962.6
PO-2023-003123,2,Firewall,SRX4600,2,105597.85,211195.69
PO-2023-001197,1,Firewall,pfSense SG-5100,2,4469.08,8938.17
PO-2023-002523,1,Server,ThinkSystem SR650,2,14737.42,29474.83
PO-2023-000558,4,Load Balancer,A10 Thunder 3030S,1,54667.32,54667.32
PO-2023-002627,2,UPS,PowerWave 9330,7,49932.64,349528.48
PO-2023-000472,7,Load Balancer,Citrix ADC VPX,1,47660.45,47660.45
PO-2023-000687,1,Network Switch,Arista 7050X3,2,74202.44,148404.87
PO-2023-000094,1,Firewall,PA-3220,2,24675.52,49351.04
PO-2023-001923,1,Warranty/Support,5-Year 24x7x4,4,8944.63,35778.54
PO-2023-000021,2,Rack,NetShelter SX 42U,1,2836.54,2836.54
PO-2023-000858,14,Router,MX480,2,87235.57,174471.14
PO-2023-000617,6,Storage Array,NetApp FAS2750,3,499681.71,1499045.14
PO-2023-002775,14,Network Switch,Nexus 9000,4,67221.71,268886.85
PO-2023-003116,1,Load Balancer,Citrix ADC VPX,5,80694.97,403474.83
PO-2023-003041,3,Software License,Oracle Database,2,41567.68,83135.36
PO-2023-001992,10,Cooling Unit,Liebert XD,1,32255.8,32255.8
PO-2023-001701,5,Cooling Unit,InRow RP 300mm,4,92891.71,371566.85
PO-2023-001729,8,Load Balancer,Kemp LoadMaster LM-X15,3,10639.7,31919.09
PO-2023-002393,7,PDU,Basic Rack PDU,2,4779.78,9559.57
PO-2023-000680,2,Warranty/Support,5-Year 24x7x4,2,39682.97,79365.93
PO-2023-002578,4,Cooling Unit,CyberAir 3,6,59206.01,355236.06
PO-2023-003161,1,Storage Array,VMAX All Flash,9,417782.35,3760041.18
PO-2023-002490,1,Rack,Colocation Rack 47U,3,2598.41,7795.23
PO-2023-003337,4,Server,System x3650 M5,2,41523.39,83046.78
PO-2023-002771,3,Server,PowerEdge R740,1,13253.86,13253.86
PO-2023-002568,1,PDU,Zero U PDU,2,2141.06,4282.12
PO-2023-002996,10,Rack,Server Rack 48U,1,4899.74,4899.74
PO-2023-002379,1,Load Balancer,HAProxy Enterprise,4,90324.65,361298.6
PO-2023-002501,1,UPS,OnLine S3 15kVA,1,5090.7,5090.7
PO-2023-002155,4,Software License,Windows Server 2022,1,12717.91,12717.91
PO-2023-000338,2,Load Balancer,F5 BIG-IP 4200v,5,91751.25,458756.24
PO-2023-003351,1,Load Balancer,F5 BIG-IP 4200v,4,57935.4,231741.61
PO-2023-001680,3,Firewall,FortiGate 600E,2,108867.48,217734.96
PO-2023-001611,5,UPS,RT 11000VA,1,45036.96,45036.96
PO-2023-000029,8,Rack,Wall Mount 12U,5,2368.33,11841.63
PO-2023-002548,2,Software License,Oracle Database,1,1929.08,1929.08
PO-2023-000473,1,Optics/Transceivers,CFP 100GBASE-LR4,4,2376.46,9505.82
PO-2023-000104,2,Cooling Unit,Liebert XD,2,77394.37,154788.74
PO-2023-000262,3,Rack,NetShelter SX 42U,4,4464.14,17856.57
PO-2023-000357,1,Server,PowerEdge R740,1,8666.33,8666.33
PO-2023-001267,2,Warranty/Support,Extended Warranty,1,2814.62,2814.62
PO-2023-003447,1,Cooling Unit,Liebert XD,1,94717.22,94717.22
PO-2023-001021,4,Optics/Transceivers,SFP+ 10GBASE-SR,4,2235.55,8942.21
PO-2023-001496,3,Optics/Transceivers,XFP 10GBASE-ER,1,2317.33,2317.33
PO-2023-001591,2,Network Switch,Arista 7050X3,2,71498.62,142997.24
PO-2023-002669,3,Cable,USB 3.0 Cable,2,88.83,177.65
PO-2023-003261,2,Load Balancer,A10 Thunder 3030S,5,16397.31,81986.56
PO-2023-001258,7,Optics/Transceivers,SFP28 25GBASE-SR,1,2736.85,2736.85
PO-2023-003240,3,Warranty/Support,5-Year 24x7x4,1,11456.84,11456.84
PO-2023-000334,3,Warranty/Support,Hardware Replacement,1,48038.16,48038.16
PO-2023-002563,3,Cable,Fiber Optic Cable SC-LC,5,475.34,2376.72
PO-2023-000458,3,Network Switch,Catalyst 9300,2,18768.27,37536.54
PO-2023-000163,2,Router,MX480,3,11080.6,33241.81
PO-2023-003353,4,Warranty/Support,3-Year Next Business Day,1,24430.24,24430.24
PO-2023-001612,1,Optics/Transceivers,SFP 1000BASE-T,1,3024.32,3024.32
PO-2023-002806,4,UPS,PowerMax 2000,2,45169.91,90339.81
PO-2023-000372,3,Server,UCS C220 M5,2,21471.27,42942.54
PO-2023-002942,2,Optics/Transceivers,QSFP+ 40GBASE-LR4,2,3954.98,7909.97
PO-2023-003155,1,Load Balancer,Citrix ADC VPX,1,33607.67,33607.67
PO-2023-000243,2,Storage Array,NetApp FAS2750,2,250667.69,501335.38
PO-2023-002947,2,Software License,Microsoft SQL Server,1,18076.76,18076.76
PO-2023-002410,1,Software License,Oracle Database,2,20632.55,41265.1
PO-2023-001760,1,Router,ISR 4451,4,10658.82,42635.3
PO-2023-002575,2,Firewall,FortiGate 600E,1,11550.81,11550.81
PO-2023-003414,5,Optics/Transceivers,SFP+ 10GBASE-SR,3,1293.83,3881.5
PO-2023-001593,1,Firewall,FortiGate 600E,2,122765.78,245531.55
PO-2023-003322,1,Server,ProLiant DL380 Gen10,1,14556.43,14556.43
PO-2023-001014,1,Load Balancer,A10 Thunder 3030S,6,28048.3,168289.8
PO-2023-000969,6,Software License,Microsoft SQL Server,3,85932.27,257796.81
PO-2023-002337,1,Network Switch,Arista 7050X3,2,43159.16,86318.33
PO-2023-002792,2,Rack,SmartRack 25U,1,4232.76,4232.76
PO-2023-002860,4,Router,ISR 4451,7,48890.25,342231.78
PO-2023-003233,7,Software License,Citrix XenApp,2,26037.84,52075.69
PO-2023-000030,1,Software License,Red Hat Enterprise Linux,3,72031.65,216094.95
PO-2023-000844,2,Firewall,pfSense SG-5100,2,133984.44,267968.88
PO-2023-001380,4,Cooling Unit,SmartCool Gen4,5,36827.12,184135.58
PO-2023-001749,3,Router,ASR 1001-X,1,32864.2,32864.2
PO-2023-001581,2,Network Switch,Catalyst 9300,2,61231.19,122462.39
PO-2023-002973,5,Storage Array,NetApp FAS2750,1,250480.16,250480.16
PO-2023-002837,2,Cooling Unit,CyberAir 3,2,58602.67,117205.35
PO-2023-002695,6,Warranty/Support,ProSupport Plus,8,26798.47,214387.75
PO-2023-001622,1,Load Balancer,Citrix ADC VPX,1,55151.98,55151.98
PO-2023-002447,3,Storage Array,3PAR 8450,3,481284.64,1443853.92
PO-2023-001869,1,UPS,OnLine S3 15kVA,1,16427.76,16427.76
PO-2023-000190,2,Firewall,pfSense SG-5100,2,48818.4,97636.81
PO-2023-002533,2,Warranty/Support,Premium Support,3,25340.66,76021.98
PO-2023-003125,4,UPS,PowerMax 2000,2,22949.1,45898.2
PO-2023-001408,1,Storage Array,NetApp FAS2750,1,271813.37,271813.37
PO-2023-001910,2,Cable,Fiber Optic Cable SC-LC,1,106.45,106.45
PO-2023-001600,2,Rack,Server Rack 48U,1,4561.94,4561.94
PO-2023-002009,3,Firewall,FortiGate 600E,2,50597.9,101195.8
PO-2023-001919,2,Network Switch,Arista 7050X3,2,40277.93,80555.87
PO-2023-000336,2,Rack,NetShelter SX 42U,1,1362.88,1362.88
PO-2023-002743,2,Router,SRX5800,6,33942.12,203652.69
PO-2023-000508,6,Router,MX480,2,65610.31,131220.61
PO-2023-003311,3,PDU,Switched Rack PDU,6,3671.16,22026.96
