order_number,line_item_id,item_category,item_description,quantity,unit_price,item_total
PO-2023-000855,5,Warranty/Support,5-Year 24x7x4,6,32771.74,196630.44
PO-2023-001704,2,Optics/Transceivers,SFP 1000BASE-T,2,380.83,761.67
PO-2023-003469,14,Software License,Citrix XenApp,1,56678.02,56678.02
PO-2023-000181,1,Router,ASR 1001-X,1,44407.44,44407.44
PO-2023-000059,1,Storage Array,StorageGRID SG1000,2,333889.74,667779.48
PO-2023-002480,4,Router,RTX1210,1,11254.55,11254.55
PO-2023-000649,3,Cooling Unit,Stulz CyberAir,1,86281.66,86281.66
PO-2023-000290,15,Optics/Transceivers,QSFP+ 40GBASE-LR4,4,2832.67,11330.7
PO-2023-000201,1,UPS,OnLine S3 15kVA,2,46095.47,92190.94
PO-2023-002663,1,Software License,Red Hat Enterprise Linux,2,86101.73,172203.45
PO-2023-002929,4,Warranty/Support,Premium Support,3,17710.41,53131.23
PO-2023-000635,2,Cable,Coaxial Cable RG6,1,95.6,95.6
PO-2023-000045,1,Router,SRX5800,3,53705.41,161116.23
PO-2023-001583,8,Warranty/Support,ProSupport Plus,2,4009.92,8019.84
PO-2023-001496,6,Cooling Unit,InRow RP 300mm,2,46834.55,93669.09
PO-2023-000464,1,PDU,Switched Rack PDU,5,1826.22,9131.08
PO-2023-002179,1,UPS,PowerWave 9330,1,24579.05,24579.05
PO-2023-003197,6,Optics/Transceivers,XFP 10GBASE-ER,1,1882.79,1882.79
PO-2023-002408,14,Server,UCS C220 M5,1,33416.57,33416.57
PO-2023-002419,1,Storage Array,VMAX All Flash,1,185791.54,185791.54
PO-2023-001349,1,Software License,Red Hat Enterprise Linux,1,68829.16,68829.16
PO-2023-002367,4,Software License,Windows Server 2022,1,43281.57,43281.57
PO-2023-002815,1,Firewall,FortiGate 600E,2,28404.58,56809.16
PO-2023-001071,2,Storage Array,StorageGRID SG1000,1,27406.88,27406.88
PO-2023-003345,2,Rack,Server Rack 48U,11,1121.88,12340.66
PO-2023-002869,1,Firewall,pfSense SG-5100,2,8518.54,17037.08
PO-2023-002929,2,Network Switch,Catalyst 9300,3,26764.0,80291.99
PO-2023-002350,1,Router,SRX5800,2,87161.08,174322.16
PO-2023-001059,4,Warranty/Support,ProSupport Plus,2,38824.0,77648.0
PO-2023-002039,1,Cable,Coaxial Cable RG6,2,17.47,34.95
PO-2023-000673,10,Warranty/Support,3-Year Next Business Day,8,14752.92,118023.35
PO-2023-002953,8,Router,RTX1210,5,12587.65,62938.24
PO-2023-002512,6,UPS,Galaxy 7000,1,8767.46,8767.46
PO-2023-001590,4,PDU,Metered Rack PDU,3,4507.28,13521.83
PO-2023-002739,4,Load Balancer,HAProxy Enterprise,1,11256.0,11256.0
PO-2023-000472,4,Rack,Colocation Rack 47U,7,3793.09,26551.63
PO-2023-002188,5,PDU,Intelligent PDU,2,3972.75,7945.5
PO-2023-000846,1,Cooling Unit,CyberAir 3,1,61357.98,61357.98
PO-2023-000612,2,PDU,Intelligent PDU,2,3672.66,7345.31
PO-2023-002571,1,Server,System x3650 M5,3,29836.21,89508.64
PO-2023-001238,1,Software License,Oracle Database,3,85456.6,256369.8
PO-2023-000892,1,Firewall,pfSense SG-5100,6,20816.88,124901.29
PO-2023-002036,6,Warranty/Support,5-Year 24x7x4,2,3745.75,7491.5
PO-2023-003044,4,PDU,Basic Rack PDU,1,3391.83,3391.83
PO-2023-000673,11,Software License,VMware vSphere,5,79045.42,395227.12
PO-2023-002625,8,Router,SRX5800,1,72300.54,72300.54
PO-2023-003300,1,UPS,PowerWave 9330,1,27163.11,27163.11
PO-2023-001784,4,UPS,PowerWave 9330,4,29478.93,117915.73
PO-2023-001104,4,Firewall,PA-3220,2,134586.63,269173.26
PO-2023-002604,4,PDU,Switched Rack PDU,3,2198.09,6594.28
PO-2023-000696,5,Cooling Unit,SmartCool Gen4,3,31787.98,95363.94
PO-2023-003224,1,Warranty/Support,3-Year Next Business Day,4,38773.51,155094.03
PO-2023-003211,1,Firewall,SRX4600,2,63119.79,126239.59
PO-2023-002695,3,Router,7206 VXR,1,94705.19,94705.19
PO-2023-000647,7,Software License,Red Hat Enterprise Linux,1,20015.08,20015.08
PO-2023-003416,1,Optics/Transceivers,QSFP+ 40GBASE-LR4,3,4065.15,12195.44
PO-2023-000421,1,Storage Array,NetApp FAS2750,1,70000.98,70000.98
PO-2023-003354,2,Software License,Red Hat Enterprise Linux,2,55574.16,111148.31
PO-2023-000330,1,Rack,Open Frame Rack 42U,2,3171.76,6343.52
PO-2023-002718,1,Cooling Unit,SmartCool Gen4,10,93850.7,938506.96
PO-2023-000912,1,Software License,Microsoft SQL Server,5,79757.59,398787.95
PO-2023-003033,4,Software License,Citrix XenApp,1,98375.55,98375.55
PO-2023-000533,1,Cooling Unit,Liebert XD,3,35772.95,107318.84
PO-2023-003360,4,UPS,Galaxy 7000,3,36076.22,108228.65
PO-2023-000383,1,Cooling Unit,CyberAir 3,1,60209.13,60209.13
PO-2023-001996,2,Cooling Unit,CyberAir 3,2,53658.08,107316.16
PO-2023-001739,3,Load Balancer,Citrix ADC VPX,1,16870.43,16870.43
PO-2023-003061,1,PDU,Basic Rack PDU,1,610.45,610.45
PO-2023-000279,2,Router,7206 VXR,2,67539.21,135078.41
PO-2023-001621,3,UPS,Smart-UPS SRT 10000VA,1,6740.75,6740.75
PO-2023-001729,7,Load Balancer,F5 BIG-IP 4200v,1,99380.97,99380.97
PO-2023-000163,3,Storage Array,StorageGRID SG1000,4,309451.57,1237806.26
PO-2023-003437,9,Network Switch,Nexus 9000,2,67918.67,135837.34
PO-2023-002024,1,Server,System x3650 M5,2,14307.42,28614.84
PO-2023-003256,3,Storage Array,StorageGRID SG1000,1,85327.06,85327.06
PO-2023-001074,3,Rack,Wall Mount 12U,2,1346.29,2692.57
PO-2023-003026,1,UPS,Smart-UPS SRT 10000VA,1,49219.82,49219.82
PO-2023-003469,13,Warranty/Support,ProSupport Plus,2,16811.08,33622.17
PO-2023-001250,1,Firewall,TZ570,2,56879.45,113758.9
PO-2023-002108,2,Firewall,pfSense SG-5100,2,24639.27,49278.54
PO-2023-002170,1,Firewall,SRX4600,2,78952.79,157905.58
PO-2023-002914,1,Cooling Unit,InRow RP 300mm,1,90930.18,90930.18
PO-2023-001139,2,Cable,Coaxial Cable RG6,1,364.87,364.87
PO-2023-002855,3,Cooling Unit,InRow RP 300mm,1,60712.79,60712.79
PO-2023-000824,1,Server,System x3650 M5,1,43719.38,43719.38
PO-2023-001599,1,Cable,USB 3.0 Cable,4,64.3,257.19
PO-2023-000353,1,Router,ASR 1001-X,1,68945.58,68945.58
PO-2023-001876,1,Load Balancer,Kemp LoadMaster LM-X15,5,56768.95,283844.73
PO-2023-001574,2,Firewall,ASA 5516-X,1,45792.42,45792.42
PO-2023-000652,6,Router,7206 VXR,2,58290.87,116581.73
PO-2023-003145,2,Firewall,ASA 5516-X,7,15764.8,110353.62
PO-2023-002483,3,Network Switch,Juniper EX4650,1,5221.65,5221.65
PO-2023-003059,3,Optics/Transceivers,SFP 1000BASE-T,2,2832.13,5664.26
PO-2023-002313,6,PDU,Basic Rack PDU,1,4619.85,4619.85
PO-2023-000065,2,Warranty/Support,ProSupport Plus,1,47021.08,47021.08
PO-2023-000327,1,Warranty/Support,Extended Warranty,2,869.43,1738.85
PO-2023-000619,2,Software License,Oracle Database,1,43417.24,43417.24
PO-2023-001672,22,Warranty/Support,5-Year 24x7x4,4,26660.86,106643.45
PO-2023-000700,1,Warranty/Support,Hardware Replacement,3,11169.39,33508.18
PO-2023-000224,1,Optics/Transceivers,CFP 100GBASE-LR4,2,2863.21,5726.41
PO-2023-000368,2,Rack,NetShelter SX 42U,7,3430.74,24015.2
PO-2023-002327,2,Rack,Colocation Rack 47U,1,2329.65,2329.65
PO-2023-002892,4,Firewall,ASA 5516-X,1,109787.85,109787.85
PO-2023-001628,1,Storage Array,Pure FlashArray//X,2,409191.44,818382.87
PO-2023-002480,10,PDU,Zero U PDU,1,1269.17,1269.17
PO-2023-000568,1,UPS,PowerMax 2000,3,45173.41,135520.24
PO-2023-002819,1,Software License,Microsoft SQL Server,1,93660.1,93660.1
PO-2023-000853,3,Optics/Transceivers,SFP 1000BASE-T,1,1476.59,1476.59
PO-2023-002370,3,Network Switch,Catalyst 9300,2,60045.63,120091.26
PO-2023-002391,4,Firewall,pfSense SG-5100,2,36115.16,72230.32
PO-2023-001111,1,Storage Array,3PAR 8450,5,459415.18,2297075.91
PO-2023-000334,5,Network Switch,Arista 7050X3,3,2969.53,8908.58
PO-2023-002885,5,Software License,Red Hat Enterprise Linux,3,36328.5,108985.49
PO-2023-002672,7,Storage Array,VMAX All Flash,4,195699.46,782797.82
PO-2023-000856,5,Optics/Transceivers,SFP 1000BASE-T,1,1985.8,1985.8
PO-2023-000974,1,Storage Array,Pure FlashArray//X,5,428964.83,2144824.15
PO-2023-000820,2,Warranty/Support,Extended Warranty,3,20542.41,61627.23
PO-2023-001634,1,Cable,Fiber Optic Cable SC-LC,2,38.74,77.48
PO-2023-000691,2,Network Switch,Juniper EX4650,6,61917.12,371502.71
PO-2023-002052,2,Router,ASR 1001-X,1,83150.59,83150.59
PO-2023-001254,3,Optics/Transceivers,QSFP+ 40GBASE-LR4,6,4582.21,27493.27
PO-2023-000463,3,Server,PowerEdge R750,6,9106.32,54637.95
PO-2023-002956,2,Optics/Transceivers,CFP 100GBASE-LR4,2,1753.2,3506.41
PO-2023-000813,3,Storage Array,NetApp FAS2750,3,359773.82,1079321.46
PO-2023-002521,8,Cooling Unit,SmartCool Gen4,3,32336.12,97008.35
PO-2023-003034,1,Software License,Microsoft SQL Server,5,91363.54,456817.7
PO-2023-003448,6,Optics/Transceivers,CFP 100GBASE-LR4,2,4561.0,9122.01
PO-2023-000128,5,Load Balancer,F5 BIG-IP 4200v,1,85540.46,85540.46
PO-2023-002976,4,Rack,Server Rack 48U,8,4245.16,33961.27
PO-2023-001913,3,Rack,Open Frame Rack 42U,2,3709.35,7418.7
PO-2023-002843,1,Storage Array,NetApp FAS2750,2,467140.56,934281.13
PO-2023-001178,2,Rack,Server Rack 48U,1,3182.37,3182.37
PO-2023-002318,5,Storage Array,Pure FlashArray//X,1,101626.24,101626.24
PO-2023-002685,2,UPS,Smart-UPS SRT 10000VA,1,23986.01,23986.01
PO-2023-002001,6,Firewall,SRX4600,1,9209.79,9209.79
PO-2023-003131,2,Cooling Unit,InRow RP 300mm,2,71787.54,143575.07
PO-2023-002307,2,Warranty/Support,Hardware Replacement,2,34742.3,69484.59
PO-2023-001993,7,Network Switch,ProCurve 5406zl,2,28369.63,56739.27
PO-2023-001893,2,Storage Array,Pure FlashArray//X,2,495341.24,990682.49
PO-2023-000794,2,Warranty/Support,Hardware Replacement,3,42073.05,126219.15
PO-2023-000011,2,Storage Array,Pure FlashArray//X,1,81128.29,81128.29
PO-2023-000662,9,Storage Array,NetApp FAS2750,1,172045.44,172045.44
PO-2023-000534,1,Load Balancer,Radware Alteon VA,1,58132.09,58132.09
PO-2023-002790,2,UPS,RT 11000VA,2,45768.11,91536.21
PO-2023-002730,2,Cooling Unit,Liebert XD,3,46123.78,138371.35
PO-2023-000444,2,Rack,Wall Mount 12U,2,2609.1,5218.2
PO-2023-000550,1,Router,RTX1210,2,99208.94,198417.88
PO-2023-001187,3,Software License,Windows Server 2022,2,63419.4,126838.79
PO-2023-002715,2,Rack,NetShelter SX 42U,1,3954.42,3954.42
PO-2023-001317,2,Warranty/Support,Hardware Replacement,5,29236.31,146181.55
PO-2023-001281,3,Cooling Unit,Stulz CyberAir,1,74371.87,74371.87
PO-2023-002667,7,Software License,Oracle Database,1,47855.25,47855.25
PO-2023-002094,1,Server,UCS C220 M5,1,14244.53,14244.53
PO-2023-001443,2,Cooling Unit,InRow RP 300mm,3,34148.41,102445.24
PO-2023-001119,3,Router,MX480,2,77929.17,155858.33
PO-2023-002228,3,Optics/Transceivers,QSFP+ 40GBASE-LR4,1,1920.42,1920.42
PO-2023-003304,1,Load Balancer,F5 BIG-IP 4200v,1,55501.97,55501.97
PO-2023-002900,8,Software License,Windows Server 2022,8,15106.26,120850.08
PO-2023-002759,1,Storage Array,StorageGRID SG1000,1,207621.13,207621.13
PO-2023-000205,2,UPS,PowerMax 2000,1,28561.39,28561.39
PO-2023-002029,16,Firewall,TZ570,2,117997.33,235994.66
PO-2023-002366,2,Optics/Transceivers,SFP 1000BASE-T,1,3153.9,3153.9
PO-2023-003387,4,Firewall,ASA 5516-X,2,28390.69,56781.37
PO-2023-002274,11,Router,RTX1210,2,74641.78,149283.56
PO-2023-002822,3,Cable,HDMI Cable 2.1,2,352.44,704.89
PO-2023-002408,1,Network Switch,Nexus 9000,2,73870.54,147741.08
PO-2023-003279,2,Firewall,SRX4600,2,116582.33,233164.65
PO-2023-001546,1,Software License,VMware vSphere,1,70167.07,70167.07
PO-2023-003139,3,Rack,NetShelter SX 42U,1,3159.76,3159.76
PO-2023-001701,7,UPS,Galaxy 7000,6,44561.84,267371.04
PO-2023-002235,1,PDU,Metered Rack PDU,3,3171.11,9513.34
PO-2023-000692,1,Warranty/Support,ProSupport Plus,1,14995.36,14995.36
PO-2023-000219,2,Rack,NetShelter SX 42U,1,4953.68,4953.68
PO-2023-000794,3,Cable,Cat6 Ethernet Cable,6,280.94,1685.66
PO-2023-002268,1,Optics/Transceivers,SFP+ 10GBASE-SR,2,1027.4,2054.81
PO-2023-001998,4,Router,RTX1210,2,34231.31,68462.61
PO-2023-001567,1,Rack,Server Rack 48U,3,3108.47,9325.42
PO-2023-001901,1,Load Balancer,Radware Alteon VA,3,65550.01,196650.04
PO-2023-001451,6,Server,PowerEdge R740,2,21549.99,43099.98
PO-2023-001837,2,Optics/Transceivers,QSFP+ 40GBASE-LR4,1,1234.9,1234.9
PO-2023-002381,1,Cable,USB 3.0 Cable,3,117.94,353.81
PO-2023-000157,10,Cable,Power Cord C13-C14,1,246.69,246.69
PO-2023-002732,3,Network Switch,PowerConnect 8024F,2,25322.83,50645.66
PO-2023-001256,8,Load Balancer,F5 BIG-IP 4200v,4,73969.63,295878.53
PO-2023-003344,3,Load Balancer,Radware Alteon VA,2,97525.5,195051.0
PO-2023-000252,6,UPS,RT 11000VA,6,18652.35,111914.1
PO-2023-002898,4,Cooling Unit,SmartCool Gen4,2,31426.31,62852.61
PO-2023-001778,2,Warranty/Support,3-Year Next Business Day,3,30321.91,90965.73
PO-2023-001908,6,Router,7206 VXR,1,86819.14,86819.14
PO-2023-002775,9,Software License,Red Hat Enterprise Linux,1,57663.12,57663.12
PO-2023-001185,3,UPS,Smart-UPS SRT 10000VA,1,7020.19,7020.19
PO-2023-000708,2,Cable,Coaxial Cable RG6,4,234.8,939.19
PO-2023-002689,1,Storage Array,VMAX All Flash,2,296374.07,592748.15
PO-2023-003454,1,Rack,Wall Mount 12U,1,2976.48,2976.48
PO-2023-001349,3,Network Switch,Juniper EX4650,2,55652.13,111304.26
PO-2023-002690,5,Firewall,FortiGate 600E,2,132719.88,265439.76
PO-2023-002217,3,Firewall,ASA 5516-X,2,100606.27,201212.54
PO-2023-000590,1,Network Switch,ProCurve 5406zl,2,9326.83,18653.65
PO-2023-003377,4,Warranty/Support,Extended Warranty,1,34194.61,34194.61
PO-2023-000768,3,Software License,Microsoft SQL Server,2,20308.57,40617.13
PO-2023-002684,2,Cable,Coaxial Cable RG6,2,463.87,927.74
PO-2023-001211,2,Software License,Windows Server 2022,1,74375.51,74375.51
PO-2023-000406,8,Cable,HDMI Cable 2.1,4,234.54,938.18
PO-2023-002361,1,Network Switch,Catalyst 9300,2,21291.19,42582.37
PO-2023-002071,1,Router,ISR 4451,2,58367.97,116735.95
PO-2023-001730,2,Rack,Server Rack 48U,2,3028.78,6057.56
PO-2023-003230,1,UPS,OnLine S3 15kVA,1,19018.08,19018.08
PO-2023-002808,5,Optics/Transceivers,QSFP+ 40GBASE-LR4,1,4460.05,4460.05
PO-2023-003394,2,Software License,Microsoft SQL Server,2,88838.02,177676.05
PO-2023-001746,2,Warranty/Support,Extended Warranty,2,44516.79,89033.58
PO-2023-001699,3,Cooling Unit,SmartCool Gen4,3,56853.52,170560.56
PO-2023-001429,3,Router,ASR 1001-X,2,74811.24,149622.49
PO-2023-000106,1,Firewall,pfSense SG-5100,3,37216.18,111648.55
PO-2023-003493,5,Storage Array,3PAR 8450,3,233871.34,701614.02
PO-2023-000042,2,UPS,Smart-UPS SRT 10000VA,1,30557.54,30557.54
PO-2023-000538,2,Rack,NetShelter SX 42U,4,4597.0,18388.0
PO-2023-003100,3,Software License,Microsoft SQL Server,2,21512.66,43025.31
PO-2023-002398,9,UPS,RT 11000VA,3,11343.38,34030.15
PO-2023-002696,3,Cable,HDMI Cable 2.1,3,54.44,163.33
PO-2023-002438,1,Load Balancer,F5 BIG-IP 4200v,1,40475.28,40475.28
PO-2023-001097,1,Cable,Power Cord C13-C14,1,253.89,253.89
PO-2023-001043,7,Load Balancer,A10 Thunder 3030S,2,68911.89,137823.77
PO-2023-001566,2,Network Switch,ProCurve 5406zl,2,25323.87,50647.73
PO-2023-001989,2,Firewall,SRX4600,2,12945.44,25890.88
PO-2023-003121,8,UPS,RT 11000VA,1,8107.53,8107.53
PO-2023-002865,2,Load Balancer,Radware Alteon VA,2,38384.24,76768.48
PO-2023-001239,3,PDU,Intelligent PDU,3,4204.01,12612.02
PO-2023-003405,2,UPS,OnLine S3 15kVA,3,31004.23,93012.69
PO-2023-002530,5,Firewall,FortiGate 600E,2,13617.52,27235.04
PO-2023-000026,4,PDU,Intelligent PDU,9,1004.18,9037.58
PO-2023-002256,3,Software License,Citrix XenApp,1,12188.02,12188.02
PO-2023-000727,1,Storage Array,Unity XT 480,2,170378.12,340756.24
PO-2023-002906,2,Firewall,FortiGate 600E,2,129598.31,259196.62
PO-2023-003477,2,Warranty/Support,Extended Warranty,1,32233.85,32233.85
PO-2023-002913,1,Server,PowerEdge R740,6,19192.2,115153.2
PO-2023-002349,1,Firewall,PA-3220,1,10214.17,10214.17
PO-2023-002810,1,Load Balancer,F5 BIG-IP 4200v,1,36490.54,36490.54
PO-2023-000737,3,Cooling Unit,SmartCool Gen4,1,90948.41,90948.41
PO-2023-002547,1,Network Switch,PowerConnect 8024F,10,11279.18,112791.8
PO-2023-001232,2,Firewall,TZ570,2,51734.57,103469.14
PO-2023-002969,4,Rack,Server Rack 48U,4,4191.81,16767.25
PO-2023-002278,2,Load Balancer,Kemp LoadMaster LM-X15,1,91920.95,91920.95
PO-2023-003300,7,Storage Array,Unity XT 480,2,433236.72,866473.45
PO-2023-001151,7,Warranty/Support,3-Year Next Business Day,2,4773.67,9547.33
PO-2023-003030,7,Optics/Transceivers,SFP 1000BASE-T,2,4574.32,9148.63
PO-2023-002000,3,Router,SRX5800,2,26090.46,52180.92
PO-2023-002701,4,Server,UCS C220 M5,4,20487.2,81948.81
PO-2023-000111,11,Firewall,FortiGate 600E,5,7361.23,36806.14
PO-2023-001029,9,Server,PowerEdge R750,3,36951.6,110854.8
PO-2023-000009,1,Load Balancer,Kemp LoadMaster LM-X15,5,33480.43,167402.13
PO-2023-001322,2,UPS,PowerWave 9330,2,22233.57,44467.14
PO-2023-000858,13,Warranty/Support,Premium Support,1,44570.31,44570.31
PO-2023-001967,2,Cooling Unit,Stulz CyberAir,1,39810.37,39810.37
PO-2023-001111,5,Server,PowerEdge R740,1,14756.62,14756.62
PO-2023-002331,5,Network Switch,Juniper EX4650,3,3776.0,11328.01
PO-2023-001535,4,Load Balancer,Kemp LoadMaster LM-X15,2,93381.35,186762.7
PO-2023-000188,2,Optics/Transceivers,SFP+ 10GBASE-SR,3,4470.28,13410.83
PO-2023-003248,10,Rack,NetShelter SX 42U,1,4998.73,4998.73
PO-2023-002739,3,Software License,Windows Server 2022,2,15719.48,31438.97
PO-2023-001855,7,Server,System x3650 M5,1,24343.86,24343.86
PO-2023-002497,5,PDU,Monitored PDU,2,2183.03,4366.05
PO-2023-001874,3,Software License,Oracle Database,1,94886.11,94886.11
PO-2023-000762,1,Rack,NetShelter SX 42U,3,4710.85,14132.55
PO-2023-001925,1,Optics/Transceivers,SFP 1000BASE-T,2,3645.08,7290.16
PO-2023-001521,7,Software License,Microsoft SQL Server,1,31589.38,31589.38
PO-2023-003039,3,Storage Array,NetApp FAS2750,1,105558.81,105558.81
PO-2023-001454,2,Warranty/Support,Hardware Replacement,4,27542.54,110170.15
PO-2023-002715,6,Cable,Cat6 Ethernet Cable,1,124.06,124.06
PO-2023-000046,1,Load Balancer,F5 BIG-IP 4200v,2,63754.67,127509.33
PO-2023-003236,2,Storage Array,VMAX All Flash,3,229937.24,689811.72
PO-2023-003290,3,Cable,USB 3.0 Cable,2,401.73,803.45
PO-2023-003414,3,Software License,Citrix XenApp,1,42525.35,42525.35
PO-2023-002328,2,Cooling Unit,CoolIT Direct2Die,1,86971.52,86971.52
PO-2023-003483,2,Warranty/Support,3-Year Next Business Day,2,672.63,1345.26
PO-2023-002025,2,PDU,Monitored PDU,5,1267.56,6337.81
PO-2023-002850,11,Warranty/Support,Extended Warranty,3,16731.4,50194.21
PO-2023-001758,2,Load Balancer,Kemp LoadMaster LM-X15,1,10083.15,10083.15
PO-2023-001917,3,Router,ISR 4451,1,89822.85,89822.85
PO-2023-002511,3,Load Balancer,Kemp LoadMaster LM-X15,1,28830.6,28830.6
PO-2023-002397,3,Warranty/Support,Premium Support,1,21619.4,21619.4
PO-2023-002153,3,UPS,RT 11000VA,4,27115.22,108460.86
PO-2023-002426,1,Network Switch,Nexus 9000,2,4196.64,8393.28
PO-2023-001535,2,Software License,Oracle Database,3,92423.14,277269.43
PO-2023-000745,1,Software License,VMware vSphere,1,97434.33,97434.33
PO-2023-002083,3,Software License,Red Hat Enterprise Linux,4,77366.08,309464.31
PO-2023-002480,6,Warranty/Support,Hardware Replacement,2,16628.4,33256.8
PO-2023-001415,1,Firewall,SRX4600,2,41127.76,82255.52
PO-2023-001173,2,Firewall,SRX4600,1,19075.03,19075.03
PO-2023-001959,1,Network Switch,ProCurve 5406zl,2,25059.11,50118.23
PO-2023-000507,2,Optics/Transceivers,CFP 100GBASE-LR4,3,3223.22,9669.67
PO-2023-000654,6,Optics/Transceivers,SFP+ 10GBASE-SR,1,3102.72,3102.72
PO-2023-000247,1,Storage Array,Unity XT 480,2,160672.34,321344.69
PO-2023-001803,2,Storage Array,VMAX All Flash,1,252097.2,252097.2
PO-2023-002464,1,Optics/Transceivers,SFP+ 10GBASE-SR,1,2427.11,2427.11
PO-2023-002459,1,Storage Array,Pure FlashArray//X,1,239494.19,239494.19
PO-2023-001054,2,Warranty/Support,Premium Support,2,20144.15,40288.3
PO-2023-001424,6,PDU,Intelligent PDU,3,2874.78,8624.35
PO-2023-003170,7,Firewall,TZ570,3,33414.7,100244.1
PO-2023-002855,4,Software License,Red Hat Enterprise Linux,1,95793.8,95793.8
PO-2023-001051,3,Software License,Microsoft SQL Server,1,37557.28,37557.28
PO-2023-002822,2,Warranty/Support,3-Year Next Business Day,2,28973.03,57946.06
PO-2023-000454,1,Rack,SmartRack 25U,1,2345.84,2345.84
PO-2023-000446,3,Cooling Unit,SmartCool Gen4,1,89643.41,89643.41
PO-2023-002202,1,Network Switch,Catalyst 9300,2,8338.65,16677.3
PO-2023-001799,4,Warranty/Support,3-Year Next Business Day,7,43252.39,302766.73
PO-2023-000530,2,Server,ThinkSystem SR650,2,11199.33,22398.66
PO-2023-003417,5,Load Balancer,Radware Alteon VA,7,59433.4,416033.79
PO-2023-002192,2,Software License,Citrix XenApp,1,58217.15,58217.15
PO-2023-002695,4,Optics/Transceivers,QSFP+ 40GBASE-LR4,3,4132.38,12397.14
PO-2023-002039,3,Network Switch,Catalyst 9300,2,14035.25,28070.49
PO-2023-002845,4,Warranty/Support,3-Year Next Business Day,2,28331.1,56662.19
PO-2023-000384,8,Server,UCS C220 M5,2,17851.08,35702.17
PO-2023-001733,3,Firewall,pfSense SG-5100,2,125871.54,251743.08
PO-2023-001616,2,Router,ISR 4451,1,30178.71,30178.71
PO-2023-002714,2,Rack,SmartRack 25U,5,2656.62,13283.08
PO-2023-001649,5,UPS,OnLine S3 15kVA,2,19460.23,38920.46
PO-2023-000221,2,Warranty/Support,5-Year 24x7x4,4,30322.26,121289.03
PO-2023-003106,3,Optics/Transceivers,SFP 1000BASE-T,2,3589.2,7178.41
PO-2023-002077,1,Storage Array,StorageGRID SG1000,1,126557.31,126557.31
PO-2023-003434,1,UPS,PowerWave 9330,1,23145.38,23145.38
PO-2023-002065,4,Rack,SmartRack 25U,1,1842.16,1842.16
PO-2023-002273,1,UPS,PowerMax 2000,1,26855.79,26855.79
PO-2023-002956,4,Network Switch,Nexus 9000,2,55299.03,110598.07
PO-2023-002101,6,Warranty/Support,5-Year 24x7x4,1,46580.03,46580.03
PO-2023-003353,1,Cooling Unit,Liebert XD,1,83385.5,83385.5
PO-2023-001371,18,Network Switch,PowerConnect 8024F,4,58574.32,234297.27
PO-2023-000608,1,Router,ASR 1001-X,2,72001.94,144003.89
PO-2023-003036,2,Load Balancer,HAProxy Enterprise,2,79808.0,159616.0
PO-2023-000806,1,Firewall,PA-3220,4,49562.05,198248.21
PO-2023-001901,2,Server,PowerEdge R740,1,30863.02,30863.02
PO-2023-000988,19,PDU,Intelligent PDU,1,4974.35,4974.35
PO-2023-001834,2,Server,ProLiant DL380 Gen10,1,35722.96,35722.96
PO-2023-000266,2,Warranty/Support,Hardware Replacement,1,27501.77,27501.77
PO-2023-002738,3,Router,MX480,2,97351.52,194703.05
PO-2023-002498,6,Router,ISR 4451,1,5768.59,5768.59
PO-2023-002975,1,Rack,NetShelter SX 42U,3,2152.92,6458.76
PO-2023-002315,12,UPS,OnLine S3 15kVA,1,14586.45,14586.45
PO-2023-003149,5,Router,ISR 4451,2,6669.76,13339.52
PO-2023-002912,8,Network Switch,Catalyst 9300,1,18999.81,18999.81
PO-2023-002269,7,Cable,USB 3.0 Cable,10,101.83,1018.33
PO-2023-000969,13,Software License,Oracle Database,2,6318.83,12637.67
PO-2023-000815,3,Network Switch,Catalyst 9300,1,32831.69,32831.69
PO-2023-001832,2,Warranty/Support,Premium Support,2,35166.82,70333.63
PO-2023-000337,3,Rack,SmartRack 25U,2,4412.7,8825.41
PO-2023-002240,6,Server,PowerEdge R740,1,21502.39,21502.39
PO-2023-000633,4,Rack,NetShelter SX 42U,1,2734.49,2734.49
PO-2023-000815,4,Software License,Red Hat Enterprise Linux,1,19374.15,19374.15
PO-2023-002652,1,Software License,Microsoft SQL Server,3,52948.67,158846.0
PO-2023-001558,1,Storage Array,VMAX All Flash,2,333277.45,666554.89
PO-2023-001878,2,Warranty/Support,3-Year Next Business Day,6,37254.12,223524.71
PO-2023-002611,4,Optics/Transceivers,CFP 100GBASE-LR4,2,3300.77,6601.54
PO-2023-001338,1,Warranty/Support,Premium Support,5,2600.77,13003.83
PO-2023-003010,1,Load Balancer,Radware Alteon VA,2,78468.65,156937.31
PO-2023-001795,1,Warranty/Support,Premium Support,1,28586.5,28586.5
PO-2023-001948,5,Warranty/Support,Hardware Replacement,1,40468.96,40468.96
PO-2023-001881,1,Optics/Transceivers,SFP+ 10GBASE-SR,2,3975.58,7951.16
PO-2023-002325,6,Cable,Cat6 Ethernet Cable,2,89.44,178.89
PO-2023-000973,6,Router,MX480,2,59470.79,118941.59
PO-2023-003108,5,Storage Array,VMAX All Flash,5,85651.63,428258.17
PO-2023-003384,1,Warranty/Support,Premium Support,9,26305.73,236751.55
PO-2023-002130,4,PDU,Zero U PDU,1,4098.37,4098.37
PO-2023-002452,2,Server,UCS C220 M5,2,39599.8,79199.6
PO-2023-002604,2,Rack,Colocation Rack 47U,1,2354.11,2354.11
